timestamp,symbol,name,protocol_action,protocol_score,commit_count_4_weeks,telegram_users,annualized_funding,mark_oracle_diff,impact_spread,carry_reversion_action,carry_reversion_observations,carry_reversion_score,action,score,reason
2026-06-08T15:04:44.224453+00:00,ZEC,Zcash,developer_attention_watch,50.12213292,143,0,-0.24933150,-0.001037999819,0.000107547532,,0,0.00000000,protocol_activity_funding_overlap,50.61004117,protocol activity overlaps material current funding state
2026-06-08T15:11:24.272912+00:00,BTC,Bitcoin,developer_attention_watch,33.95096330,279,0,0.10950000,-0.000421473283,0.000135847289,,0,0.00000000,protocol_activity_watch,34.15637857,protocol has strong current non-price activity and is tradable
