entry_timestamp,asset,action,direction,candidate_size_usd,entry_mid_price,conservative_cost_bps,raw_return_15m,raw_return_1h,directional_return_15m,directional_return_1h,net_15m_bps,net_1h_bps,outcome_15m,outcome_1h
2026-06-07T23:28:18.721031+00:00,ZRO,short_carry_reversion_watch,-1,250.00,0.905375000000,10.95492992,-0.00492920,0.00127917,0.00492920,-0.00127917,38.33711719,-23.74660210,paper_15m_win,paper_1h_loss
2026-06-07T23:28:18.721031+00:00,APEX,short_carry_reversion_watch,-1,250.00,0.261650000000,22.78497789,-0.00576270,-0.00049613,0.00576270,0.00049613,34.84201139,-17.82371391,paper_15m_win,paper_1h_loss
2026-06-07T23:28:18.721031+00:00,ETHFI,short_carry_reversion_watch,-1,250.00,0.301215000000,18.67445205,-0.00518049,-0.00361970,0.00518049,0.00361970,33.13041628,17.52253928,paper_15m_win,paper_1h_win
2026-06-07T23:28:18.721031+00:00,GRIFFAIN,short_carry_reversion_watch,-1,250.00,0.008239000000,18.44481599,-0.00364476,0.00279431,0.00364476,-0.00279431,18.00276025,-46.38795777,paper_15m_win,paper_1h_loss
2026-06-07T23:28:18.721031+00:00,DYDX,short_carry_reversion_watch,-1,250.00,0.144420000000,19.23058744,0.00443367,-0.00353308,-0.00443367,0.00353308,-63.56726912,16.10020577,paper_15m_loss,paper_1h_win
2026-06-07T23:28:18.721031+00:00,XMR,short_carry_reversion_watch,-1,250.00,305.025000000000,14.40990795,0.00531845,-0.00085358,-0.00531845,0.00085358,-67.59441222,-5.87412331,paper_15m_loss,paper_1h_loss
