generated_at,label_timestamp,asset,side,status,paper_notional_usd,horizon,gross_15m_bps,conservative_cost_bps,conservative_net_15m_bps,spread_bps,side_depth_10bps_notional,visible_depth_usage_10bps,entry_observation,required_observations,reject_if
2026-06-08T00:20:56.129602+00:00,2026-06-08T00:00:33.337355+00:00,WLD,short_perp,paper_crowded_momentum_reversal_candidate,250.00,15m_observation_then_1h_confirmation,38.87030000,11.06464654,27.80565346,1.04757016,146401.06241100,0.00170764,paper observe immediate market entry at the current public book,"mark/index move, funding drift, spread, side depth, adverse move, fresh snapshot persistence, and the next 1h label","1h label fails, fresh snapshot no longer supports the lane, conservative net falls below zero, spread/depth worsens materially, or a stronger conflicting lane dominates the same asset"
2026-06-08T00:20:56.129602+00:00,2026-06-08T00:00:33.337355+00:00,ZEC,short_perp,paper_crowded_momentum_reversal_candidate,250.00,15m_observation_then_1h_confirmation,42.41490000,16.66500608,25.74989392,6.65863039,392114.37570000,0.00063757,paper observe immediate market entry at the current public book,"mark/index move, funding drift, spread, side depth, adverse move, fresh snapshot persistence, and the next 1h label","1h label fails, fresh snapshot no longer supports the lane, conservative net falls below zero, spread/depth worsens materially, or a stronger conflicting lane dominates the same asset"
2026-06-08T00:20:56.129602+00:00,2026-06-08T00:00:33.337355+00:00,PENGU,short_perp,paper_crowded_momentum_reversal_candidate,250.00,15m_observation_then_1h_confirmation,31.76360000,15.94947965,15.81412035,5.78536303,15233.07015800,0.01641166,paper observe immediate market entry at the current public book,"mark/index move, funding drift, spread, side depth, adverse move, fresh snapshot persistence, and the next 1h label","1h label fails, fresh snapshot no longer supports the lane, conservative net falls below zero, spread/depth worsens materially, or a stronger conflicting lane dominates the same asset"
2026-06-08T00:20:56.129602+00:00,2026-06-08T00:00:33.337355+00:00,FET,short_perp,paper_crowded_momentum_reversal_candidate,250.00,15m_observation_then_1h_confirmation,26.44390000,14.33087985,12.11302015,4.25180111,31614.05911000,0.00790787,paper observe immediate market entry at the current public book,"mark/index move, funding drift, spread, side depth, adverse move, fresh snapshot persistence, and the next 1h label","1h label fails, fresh snapshot no longer supports the lane, conservative net falls below zero, spread/depth worsens materially, or a stronger conflicting lane dominates the same asset"
2026-06-08T00:20:56.129602+00:00,2026-06-08T00:00:33.337355+00:00,SUI,short_perp,paper_crowded_momentum_reversal_candidate,250.00,15m_observation_then_1h_confirmation,16.55080000,13.84697085,2.70382915,3.83493894,207780.85144900,0.00120319,paper observe immediate market entry at the current public book,"mark/index move, funding drift, spread, side depth, adverse move, fresh snapshot persistence, and the next 1h label","1h label fails, fresh snapshot no longer supports the lane, conservative net falls below zero, spread/depth worsens materially, or a stronger conflicting lane dominates the same asset"
