asset,source_status,side,status,action,score,candidate_score,monitor_observations,monitor_action,current_outcome_15m,current_net_15m_bps,current_outcome_1h,current_net_1h_bps,execution_gate,candidate_size_usd,conservative_net_15m_bps,conservative_net_1h_bps,spread_bps,visible_depth_usage_10bps,history_action,history_observations,history_win_1h,history_mean_net_1h_bps,reason,next_step
PURR,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,17.52009599,17,repeat_label_priority,paper_15m_loss,-175.66721277,paper_1h_win,109.02156105,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-250.66119454,label history is weak or negative despite the current snapshot,deprioritize PURR until repeated positive labels and an execution gate appear
STBL,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,17.28233392,17,repeat_label_priority,paper_15m_loss,-110.62716429,paper_1h_win,28.04486047,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,2,-23.87980638,label history is weak or negative despite the current snapshot,deprioritize STBL until repeated positive labels and an execution gate appear
EIGEN,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,16.62384153,17,repeat_label_priority,paper_15m_loss,-186.68061936,paper_1h_win,11.97904349,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-123.37879492,label history is weak or negative despite the current snapshot,deprioritize EIGEN until repeated positive labels and an execution gate appear
DYDX,paper_crowded_momentum_continuation_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,15.93480607,17,repeat_label_priority,paper_15m_win,9.51377823,paper_1h_loss,-217.91590058,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,0,-129.20201649,label history is weak or negative despite the current snapshot,deprioritize DYDX until repeated positive labels and an execution gate appear
TAO,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,15.67038207,17,repeat_label_priority,paper_15m_loss,-90.65511313,paper_1h_win,84.63718244,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-32.27630786,label history is weak or negative despite the current snapshot,deprioritize TAO until repeated positive labels and an execution gate appear
LINK,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,15.63932660,17,repeat_label_priority,paper_15m_loss,-59.19608770,paper_1h_win,92.80754839,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-23.97370777,label history is weak or negative despite the current snapshot,deprioritize LINK until repeated positive labels and an execution gate appear
AERO,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,14.99870700,17,repeat_label_priority,paper_15m_loss,-194.36517572,paper_1h_win,54.78798445,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-64.84153682,label history is weak or negative despite the current snapshot,deprioritize AERO until repeated positive labels and an execution gate appear
WLD,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,14.91566428,17,repeat_label_priority,paper_15m_loss,-82.62333235,paper_1h_win,196.01846510,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-18.81054354,label history is weak or negative despite the current snapshot,deprioritize WLD until repeated positive labels and an execution gate appear
LDO,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,14.87996776,17,repeat_label_priority,paper_15m_loss,-96.93814927,paper_1h_win,97.18435660,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-20.76719025,label history is weak or negative despite the current snapshot,deprioritize LDO until repeated positive labels and an execution gate appear
PURR,paper_mark_oracle_reversion_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,14.53942964,4,repeat_label_priority,paper_15m_loss,-175.66721277,paper_1h_win,109.02156105,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-250.66119454,label history is weak or negative despite the current snapshot,deprioritize PURR until repeated positive labels and an execution gate appear
NEAR,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,14.52339724,17,repeat_label_priority,paper_15m_loss,-125.91147288,paper_1h_win,48.89715215,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-86.25804083,label history is weak or negative despite the current snapshot,deprioritize NEAR until repeated positive labels and an execution gate appear
BIO,paper_crowded_momentum_continuation_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,14.37035243,17,repeat_label_priority,paper_15m_win,18.58775659,paper_1h_loss,-170.21870314,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-56.28210876,label history is weak or negative despite the current snapshot,deprioritize BIO until repeated positive labels and an execution gate appear
PUMP,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,13.70492566,15,repeat_label_priority,paper_15m_loss,-101.39673125,paper_1h_win,120.27568232,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-30.08359330,label history is weak or negative despite the current snapshot,deprioritize PUMP until repeated positive labels and an execution gate appear
MON,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,13.66862769,10,repeat_label_priority,paper_15m_loss,-82.72216488,paper_1h_win,103.08328980,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,2,1,-7.05984241,label history is weak or negative despite the current snapshot,deprioritize MON until repeated positive labels and an execution gate appear
HYPE,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,13.44231812,1,first_seen_label_candidate,paper_15m_loss,-48.08594221,paper_1h_win,232.05524042,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-105.21029518,label history is weak or negative despite the current snapshot,deprioritize HYPE until repeated positive labels and an execution gate appear
ZEN,paper_crowded_momentum_continuation_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,13.36200515,13,repeat_label_priority,paper_15m_win,21.98521501,paper_1h_loss,-211.54832966,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,0,-84.53565938,label history is weak or negative despite the current snapshot,deprioritize ZEN until repeated positive labels and an execution gate appear
FARTCOIN,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,13.34603532,13,repeat_label_priority,paper_15m_loss,-88.79280922,paper_1h_win,148.57146381,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-10.09339387,label history is weak or negative despite the current snapshot,deprioritize FARTCOIN until repeated positive labels and an execution gate appear
BNB,paper_crowded_momentum_continuation_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,13.28294954,10,repeat_label_priority,paper_15m_win,4.44070948,paper_1h_loss,-104.99582934,failed_1h_confirmation,250.00,6.07833820,-103.35806180,0.49861634,0.00487455,deprioritize_until_fresh_snapshot,3,1,-32.09148447,label history is weak or negative despite the current snapshot,deprioritize BNB until repeated positive labels and an execution gate appear
ETH,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,12.76091194,10,repeat_label_priority,paper_15m_loss,-35.90044946,paper_1h_win,108.46279471,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-14.06070912,label history is weak or negative despite the current snapshot,deprioritize ETH until repeated positive labels and an execution gate appear
RUNE,paper_crowded_momentum_continuation_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,12.65886161,13,repeat_label_priority,paper_15m_win,3.44591244,paper_1h_loss,-182.93480613,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-55.05810545,label history is weak or negative despite the current snapshot,deprioritize RUNE until repeated positive labels and an execution gate appear
ATOM,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,12.60374516,10,repeat_label_priority,paper_15m_loss,-82.27911924,paper_1h_win,53.42006181,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-54.26867942,label history is weak or negative despite the current snapshot,deprioritize ATOM until repeated positive labels and an execution gate appear
CRV,paper_crowded_momentum_continuation_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,11.99887936,7,repeat_label_priority,paper_15m_win,21.97227089,paper_1h_loss,-128.47450395,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-41.62438899,label history is weak or negative despite the current snapshot,deprioritize CRV until repeated positive labels and an execution gate appear
IMX,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,11.70727562,8,repeat_label_priority,paper_15m_loss,-144.82853395,paper_1h_win,47.93643897,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-124.84709509,label history is weak or negative despite the current snapshot,deprioritize IMX until repeated positive labels and an execution gate appear
VIRTUAL,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,11.34238174,10,repeat_label_priority,paper_15m_loss,-101.53911563,paper_1h_win,118.84953076,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-46.17785595,label history is weak or negative despite the current snapshot,deprioritize VIRTUAL until repeated positive labels and an execution gate appear
STRK,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,11.10470710,10,repeat_label_priority,paper_15m_loss,-69.20525719,paper_1h_win,31.27932477,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-53.72828033,label history is weak or negative despite the current snapshot,deprioritize STRK until repeated positive labels and an execution gate appear
INJ,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,10.90737911,0,,paper_15m_loss,-18.13029926,paper_1h_win,116.32485525,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-106.17181138,label history is weak or negative despite the current snapshot,deprioritize INJ until repeated positive labels and an execution gate appear
RUNE,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,10.76003237,10,repeat_label_priority,paper_15m_loss,-59.45369476,paper_1h_win,126.92702381,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-2.10219338,label history is weak or negative despite the current snapshot,deprioritize RUNE until repeated positive labels and an execution gate appear
SOL,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,10.56594426,0,,paper_15m_loss,-45.04547321,paper_1h_win,95.92090203,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-9.64293662,label history is weak or negative despite the current snapshot,deprioritize SOL until repeated positive labels and an execution gate appear
SEI,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,10.55065451,0,,paper_15m_loss,-56.12386718,paper_1h_win,109.82125909,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-12.72745303,label history is weak or negative despite the current snapshot,deprioritize SEI until repeated positive labels and an execution gate appear
MEME,paper_crowded_momentum_continuation_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,10.49769570,0,,paper_15m_win,6.88883226,paper_1h_loss,-146.00627598,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-49.74985704,label history is weak or negative despite the current snapshot,deprioritize MEME until repeated positive labels and an execution gate appear
ONDO,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,10.18257154,0,,paper_15m_loss,-124.91677934,paper_1h_win,57.31951951,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-55.71216831,label history is weak or negative despite the current snapshot,deprioritize ONDO until repeated positive labels and an execution gate appear
FIL,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,10.02484982,0,,paper_15m_loss,-104.54177111,paper_1h_win,81.46119926,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-15.87264798,label history is weak or negative despite the current snapshot,deprioritize FIL until repeated positive labels and an execution gate appear
XRP,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,9.90903322,0,,paper_15m_loss,-60.19938335,paper_1h_win,77.96185306,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-21.52215309,label history is weak or negative despite the current snapshot,deprioritize XRP until repeated positive labels and an execution gate appear
SPX,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,9.70928588,10,repeat_label_priority,paper_15m_loss,-107.58755970,paper_1h_win,135.58582837,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-48.00109623,label history is weak or negative despite the current snapshot,deprioritize SPX until repeated positive labels and an execution gate appear
NXPC,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,9.41651488,0,,paper_15m_loss,-52.74282105,paper_1h_win,177.01458283,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-56.04114541,label history is weak or negative despite the current snapshot,deprioritize NXPC until repeated positive labels and an execution gate appear
AIXBT,paper_crowded_momentum_continuation_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,9.40460013,0,,paper_15m_win,34.54697308,paper_1h_loss,-143.83701650,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-63.77017448,label history is weak or negative despite the current snapshot,deprioritize AIXBT until repeated positive labels and an execution gate appear
IP,paper_mark_oracle_reversion_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,9.16031143,0,,paper_15m_loss,-62.40143836,paper_1h_loss,-344.06421907,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,1,0,-344.06421907,label history is weak or negative despite the current snapshot,deprioritize IP until repeated positive labels and an execution gate appear
SUI,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,9.14479879,0,,paper_15m_loss,-71.13668497,paper_1h_win,91.90190840,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-12.88576414,label history is weak or negative despite the current snapshot,deprioritize SUI until repeated positive labels and an execution gate appear
MEME,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,8.92304135,0,,paper_15m_loss,-60.96038252,paper_1h_win,91.93472572,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-15.62112824,label history is weak or negative despite the current snapshot,deprioritize MEME until repeated positive labels and an execution gate appear
ZORA,paper_mark_oracle_reversion_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,8.77643012,0,,paper_15m_win,55.80289436,paper_1h_loss,-155.24041041,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-47.74995835,label history is weak or negative despite the current snapshot,deprioritize ZORA until repeated positive labels and an execution gate appear
BSV,paper_mark_oracle_reversion_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,8.55627964,0,,paper_15m_win,20.43793604,paper_1h_loss,-90.05674365,failed_1h_confirmation,250.00,36.37298652,-74.12171348,10.01335113,0.58385623,deprioritize_until_fresh_snapshot,2,1,-35.37772339,label history is weak or negative despite the current snapshot,deprioritize BSV until repeated positive labels and an execution gate appear
AIXBT,paper_crowded_momentum_reversal_candidate,short_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,7.99391011,0,,paper_15m_loss,-112.79763296,paper_1h_win,65.58635662,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,2,-0.70314944,label history is weak or negative despite the current snapshot,deprioritize AIXBT until repeated positive labels and an execution gate appear
W,paper_mark_oracle_reversion_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,7.37607499,0,,paper_15m_win,10.73056816,paper_1h_loss,-156.70828583,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,2,0,-98.95474235,label history is weak or negative despite the current snapshot,deprioritize W until repeated positive labels and an execution gate appear
TRX,paper_extreme_funding_carry_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,6.30859886,0,,paper_15m_win,6.21781542,paper_1h_loss,-21.87959785,failed_1h_confirmation,250.00,10.00632846,-18.09107154,0.30667791,0.00465936,deprioritize_until_fresh_snapshot,2,0,-13.86011619,label history is weak or negative despite the current snapshot,deprioritize TRX until repeated positive labels and an execution gate appear
NXPC,paper_mark_oracle_reversion_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,5.71894254,0,,paper_15m_loss,-71.77109375,paper_1h_loss,-301.52849763,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,1,0,-301.52849763,label history is weak or negative despite the current snapshot,deprioritize NXPC until repeated positive labels and an execution gate appear
ALT,paper_mark_oracle_reversion_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,5.51282584,0,,paper_15m_win,37.58723771,paper_1h_loss,-78.68754894,failed_1h_confirmation,250.00,47.32763519,-68.94706481,10.60820368,0.44169611,deprioritize_until_fresh_snapshot,3,1,-1.57359265,label history is weak or negative despite the current snapshot,deprioritize ALT until repeated positive labels and an execution gate appear
NIL,paper_mark_oracle_reversion_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,5.38947354,0,,paper_15m_win,12.87070824,paper_1h_loss,-256.69813810,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-82.40969784,label history is weak or negative despite the current snapshot,deprioritize NIL until repeated positive labels and an execution gate appear
AIXBT,paper_mark_oracle_reversion_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,5.04178456,0,,paper_15m_win,34.54697308,paper_1h_loss,-143.83701650,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,1,-63.77017448,label history is weak or negative despite the current snapshot,deprioritize AIXBT until repeated positive labels and an execution gate appear
ME,paper_mark_oracle_reversion_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,4.78822882,0,,paper_15m_win,23.16300975,paper_1h_loss,-175.09087748,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,3,2,-40.72401884,label history is weak or negative despite the current snapshot,deprioritize ME until repeated positive labels and an execution gate appear
MERL,paper_extreme_funding_carry_candidate,long_perp,dislocation_history_deprioritize,deprioritize_until_fresh_snapshot,28.00000000,4.58826859,0,,paper_15m_win,25.03821566,paper_1h_loss,-236.33430313,,0.00,0.00000000,0.00000000,0.00000000,0.00000000,deprioritize_until_fresh_snapshot,2,0,-119.55135640,label history is weak or negative despite the current snapshot,deprioritize MERL until repeated positive labels and an execution gate appear
