asset,status,side,observations,covered_15m,covered_1h,covered_4h,win_15m,win_1h,win_4h,mean_net_15m_bps,mean_net_1h_bps,mean_net_4h_bps,best_net_15m_bps,best_net_1h_bps,best_net_4h_bps,history_action
ZORA,paper_extreme_funding_carry_candidate,long_perp,1,1,0,0,0,0,0,-49.49557087,0.00000000,0.00000000,-49.49557087,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
BRETT,paper_extreme_funding_carry_candidate,long_perp,1,1,0,0,0,0,0,-50.30947617,0.00000000,0.00000000,-50.30947617,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
JTO,paper_crowded_momentum_continuation_candidate,long_perp,2,2,0,0,0,0,0,-51.69116393,0.00000000,0.00000000,-38.74893790,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
JTO,paper_extreme_funding_carry_candidate,long_perp,2,2,0,0,0,0,0,-51.69116393,0.00000000,0.00000000,-38.74893790,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
JTO,paper_mark_oracle_reversion_candidate,long_perp,2,2,0,0,0,0,0,-51.69116393,0.00000000,0.00000000,-38.74893790,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
MEGA,paper_crowded_momentum_reversal_candidate,short_perp,2,2,0,0,0,0,0,-53.56787700,0.00000000,0.00000000,-30.92776894,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
kLUNC,paper_mark_oracle_reversion_candidate,long_perp,2,1,0,0,0,0,0,-54.82300959,0.00000000,0.00000000,-54.82300959,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
PROVE,paper_mark_oracle_reversion_candidate,long_perp,2,2,0,0,0,0,0,-57.16053359,0.00000000,0.00000000,-36.96742161,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
CELO,paper_mark_oracle_reversion_candidate,long_perp,1,1,0,0,0,0,0,-60.49845866,0.00000000,0.00000000,-60.49845866,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
WLD,paper_crowded_momentum_continuation_candidate,long_perp,2,2,0,0,0,0,0,-61.33791161,0.00000000,0.00000000,-61.20715803,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
S,paper_mark_oracle_reversion_candidate,long_perp,2,1,0,0,0,0,0,-61.36418060,0.00000000,0.00000000,-61.36418060,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
PNUT,paper_crowded_momentum_continuation_candidate,long_perp,1,1,0,0,0,0,0,-62.32052894,0.00000000,0.00000000,-62.32052894,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
PNUT,paper_mark_oracle_reversion_candidate,long_perp,1,1,0,0,0,0,0,-62.32052894,0.00000000,0.00000000,-62.32052894,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
NIL,paper_mark_oracle_reversion_candidate,long_perp,2,2,0,0,0,0,0,-62.49993523,0.00000000,0.00000000,-41.93099692,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
ZEN,paper_extreme_funding_carry_candidate,long_perp,1,1,0,0,0,0,0,-63.21219018,0.00000000,0.00000000,-63.21219018,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
ZEN,paper_mark_oracle_reversion_candidate,long_perp,1,1,0,0,0,0,0,-63.21219018,0.00000000,0.00000000,-63.21219018,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
EIGEN,paper_crowded_momentum_continuation_candidate,long_perp,2,2,0,0,0,0,0,-65.47755663,0.00000000,0.00000000,-26.71645578,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
AIXBT,paper_crowded_momentum_continuation_candidate,long_perp,2,1,0,0,0,0,0,-66.54215761,0.00000000,0.00000000,-66.54215761,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
AIXBT,paper_mark_oracle_reversion_candidate,long_perp,2,1,0,0,0,0,0,-66.54215761,0.00000000,0.00000000,-66.54215761,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
DYDX,paper_crowded_momentum_reversal_candidate,short_perp,2,2,0,0,0,0,0,-66.70819898,0.00000000,0.00000000,-45.18214757,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
CAKE,paper_crowded_momentum_continuation_candidate,long_perp,1,1,0,0,0,0,0,-69.90635766,0.00000000,0.00000000,-69.90635766,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
W,paper_mark_oracle_reversion_candidate,long_perp,1,1,0,0,0,0,0,-72.76595852,0.00000000,0.00000000,-72.76595852,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
BABY,paper_extreme_funding_carry_candidate,long_perp,2,2,0,0,0,0,0,-77.25885134,0.00000000,0.00000000,-29.79288716,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
BABY,paper_mark_oracle_reversion_candidate,long_perp,2,2,0,0,0,0,0,-77.25885134,0.00000000,0.00000000,-29.79288716,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
MINA,paper_mark_oracle_reversion_candidate,long_perp,1,1,0,0,0,0,0,-80.98003462,0.00000000,0.00000000,-80.98003462,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
COMP,paper_mark_oracle_reversion_candidate,long_perp,1,1,0,0,0,0,0,-82.07006605,0.00000000,0.00000000,-82.07006605,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
DOOD,paper_mark_oracle_reversion_candidate,short_perp,1,1,0,0,0,0,0,-84.64257575,0.00000000,0.00000000,-84.64257575,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
MON,paper_crowded_momentum_reversal_candidate,short_perp,2,2,0,0,0,0,0,-85.47439450,0.00000000,0.00000000,-78.35274056,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
RESOLV,paper_mark_oracle_reversion_candidate,long_perp,1,1,0,0,0,0,0,-90.73035419,0.00000000,0.00000000,-90.73035419,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
PURR,paper_extreme_funding_carry_candidate,short_perp,1,1,0,0,0,0,0,-104.35813564,0.00000000,0.00000000,-104.35813564,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
PURR,paper_crowded_momentum_continuation_candidate,long_perp,3,2,0,0,0,0,0,-125.33587286,0.00000000,0.00000000,-94.52272495,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
PURR,paper_crowded_momentum_reversal_candidate,short_perp,3,2,0,0,0,0,0,-140.06561226,0.00000000,0.00000000,-104.35813564,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
PURR,paper_mark_oracle_reversion_candidate,short_perp,3,2,0,0,0,0,0,-140.06561226,0.00000000,0.00000000,-104.35813564,0.00000000,0.00000000,deprioritize_until_fresh_snapshot
