timestamp,observed_at,symbol,name,side,direction,score,label_status,directional_return_1h,directional_return_4h,price_source,mark_price,annualized_funding,day_notional_volume,open_interest_notional,spread_bps,near_depth_10bps_notional,visible_depth_usage_250,conservative_net_4h_bps,action,reason,next_step
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,AAVE,Aave,long_reversal,1,51.74672420,labeled_12h_pending_24h,-0.00014164,-0.00420208,hyperliquid,63.727000000000,0.10950000,4819945.51394000,43810396.86638000,3.60928685,38905.08174000,0.00642590,-54.13008685,label_contradicted,4h label does not support the market-breadth direction,do not promote AAVE market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,OP,Optimism,long_reversal,1,45.81028509,labeled_12h_pending_24h,-0.00330169,-0.00484936,hyperliquid,0.098050000000,0.10950000,813380.89675800,3128991.34727000,9.17945841,4405.32852650,0.05674946,-66.17305841,label_contradicted,4h label does not support the market-breadth direction,do not promote OP market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,APT,Aptos,long_reversal,1,45.76231110,labeled_12h_pending_24h,-0.00477042,-0.00566488,hyperliquid,0.674600000000,0.10950000,2183407.71410000,4422108.91220000,4.44675017,14363.03538650,0.01740579,-69.59555017,label_contradicted,4h label does not support the market-breadth direction,do not promote APT market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,ADA,Cardano,long_reversal,1,50.51936740,labeled_12h_pending_24h,-0.00659008,-0.00646917,hyperliquid,0.165450000000,-0.10490538,8810248.73977000,19019028.11760000,1.81318183,93632.14268500,0.00267002,-74.02586183,label_contradicted,4h label does not support the market-breadth direction,do not promote ADA market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,LDO,Lido DAO,long_reversal,1,37.28896740,labeled_12h_pending_24h,0.00000000,-0.00652342,hyperliquid,0.270450000000,0.10950000,573851.33479500,4805766.08901000,4.06722006,9986.98360300,0.02503258,-77.80142006,label_contradicted,4h label does not support the market-breadth direction,do not promote LDO market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,SEI,Sei,long_reversal,1,50.43077127,labeled_12h_pending_24h,-0.00435686,-0.00764467,hyperliquid,0.049670000000,0.10950000,754694.83713100,2355123.21602000,2.81945423,5689.12231500,0.04394351,-87.76615423,label_contradicted,4h label does not support the market-breadth direction,do not promote SEI market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,PENGU,Pudgy Penguins,long_reversal,1,49.41892235,labeled_12h_pending_24h,0.01005245,-0.00990676,hyperliquid,0.006864000000,0.10950000,2558437.90152400,3728853.18748800,4.37094777,37328.25663700,0.00669734,-111.93854777,label_contradicted,4h label does not support the market-breadth direction,do not promote PENGU market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,ZK,ZKsync,long_reversal,1,35.59113587,labeled_12h_pending_24h,0.00077042,-0.01126733,hyperliquid,0.010523000000,-0.26043655,498448.94058200,804117.12855400,8.54985038,1234.23212500,0.20255509,-128.03394238,label_contradicted,4h label does not support the market-breadth direction,do not promote ZK market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,ZEC,Zcash,long_reversal,1,58.93563677,labeled_12h_pending_24h,-0.00511957,-0.01362943,hyperliquid,417.770000000000,-1.19268539,420127879.82130021,195762200.93419999,4.31292680,65261.01950000,0.00383077,-143.16117480,label_contradicted,4h label does not support the market-breadth direction,do not promote ZEC market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,DYDX,dYdX,long_reversal,1,39.48701188,labeled_12h_pending_24h,-0.00427085,-0.01460357,hyperliquid,0.141490000000,0.10950000,926669.25628600,4244375.22385400,6.35840192,1008.98937800,0.24777268,-160.89410192,label_contradicted,4h label does not support the market-breadth direction,do not promote DYDX market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,FET,Artificial Superintelligence Alliance,long_reversal,1,53.79486251,labeled_12h_pending_24h,-0.00216491,-0.01736634,hyperliquid,0.211670000000,0.10950000,2335382.17526000,6742927.34616000,5.66598990,17225.51607000,0.01451335,-187.82938990,label_contradicted,4h label does not support the market-breadth direction,do not promote FET market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,ALGO,Algorand,long_reversal,1,41.83324635,labeled_12h_pending_24h,-0.01130151,-0.01903308,coingecko,0.093590000000,-0.01165080,604743.76970300,1795596.02712000,3.20598450,183.40700000,1.36308865,-201.48358450,label_contradicted,4h label does not support the market-breadth direction,do not promote ALGO market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,JTO,Jito,long_momentum_watch,1,59.82256335,labeled_12h_pending_24h,0.00030844,-0.01920455,hyperliquid,0.629350000000,-0.48279601,6699836.56128000,2952022.81650000,5.57595648,5804.92336000,0.04306689,-203.41690848,label_contradicted,4h label does not support the market-breadth direction,do not promote JTO market-breadth setup without a fresh positive 4h label
2026-06-08T12:20:46.228409+00:00,2026-06-07T22:55:00+00:00,WLD,Worldcoin,wait_or_fade_watch,-1,49.21756162,labeled_12h_pending_24h,-0.01685918,-0.02182776,hyperliquid,0.463460000000,-0.42917780,75522366.03380305,42094325.01926000,5.82945603,15099.68848150,0.01655663,-234.06677203,label_contradicted,4h label does not support the market-breadth direction,do not promote WLD market-breadth setup without a fresh positive 4h label
