ticket_id,opened_at,rank,opportunity,probe_type,status,setup,decision,symbol,name,venue,candidate_size_usd,observation_horizon,checkpoints,entry_mark,entry_source,conservative_net_4h_bps,required_record,next_step
market-breadth-repeat-hype-long-reversal,2026-06-09T00:20:37+00:00,1,volume_price_dislocation_repeat:HYPE,market_breadth_dislocation_second_repeat,cost_adjusted_probe_survived,long_reversal,paper_long,HYPE,Hyperliquid,hyperliquid,250.00,"15m,1h,4h","15m,1h,4h",63.914000000000,hyperliquid,68.23943689,"second repeat mark outcome, fill/slippage assumption, funding, depth, stop behavior, and whether market-breadth trigger still exists","watch HYPE second market-breadth repeat and record 15m, 1h, and 4h outcomes"
