candidate,predictions,mean_daily_rank_ic,positive_score_hit_rate,total_return,sharpe,max_drawdown,mean_daily_turnover
all_rank_ridge_top_1_14d,17719,0.0541256023,0.484108,0.3656765927,0.5774706813,-0.6746848819,0.1031096563
all_rank_ridge_top_3_14d,17719,0.0541256023,0.484108,0.3122118963,0.5596075243,-0.6012618862,0.0758319694
funding_premium_contrarian_return_ridge_top_1_7d,17719,0.0161233285,0.475815,0.1770660235,0.5530020424,-0.7765916402,0.2373158756
flow_return_ridge_top_1_14d,17719,0.0041863538,0.473689,0.0188281786,0.5185606244,-0.8625661869,0.1391162029
structure_sign_ridge_top_2_7d,17719,-0.0032680374,0.461059,0.1171703367,0.5056013274,-0.7500284761,0.2307692308
structure_rank_ridge_top_2_3d,17719,0.0233645443,0.476778,0.1394335437,0.5031714904,-0.7126803229,0.5188216039
funding_premium_rank_ridge_top_1_14d,17719,0.0243051047,0.484606,-0.2347138235,0.4518674692,-0.8297253217,0.0998363339
structure_rank_ridge_top_1_7d,17719,0.0233645443,0.476778,-0.1107390303,0.4412829148,-0.6230546779,0.2274959083
funding_premium_contrarian_return_ridge_top_2_7d,17719,0.0161233285,0.475815,-0.0104105981,0.3931466780,-0.7265737612,0.2307692308
momentum_contrarian_return_ridge_top_2_3d,17719,0.0030800741,0.475669,-0.0153083865,0.3930548197,-0.5653539194,0.3518821604
momentum_rank_ridge_top_2_3d,17719,0.0648881175,0.484897,0.1330178228,0.3922368878,-0.4469321448,0.2291325696
all_return_ridge_top_2_14d,17719,0.0004776483,0.481326,-0.0487251128,0.3902987197,-0.7267082092,0.1243862520
structure_return_ridge_top_3_7d,17719,-0.0050225179,0.478192,-0.0273842778,0.3885637161,-0.7391923013,0.2340425532
structure_return_ridge_top_1_14d,17719,-0.0050225179,0.478192,-0.2869674243,0.3596930384,-0.8670253061,0.1358428805
structure_rank_ridge_top_3_3d,17719,0.0233645443,0.476778,-0.0468167202,0.3511089423,-0.6863211725,0.5013638843
flow_return_ridge_top_2_3d,17719,0.0041863538,0.473689,-0.1746869376,0.3460940296,-0.8363730125,0.5220949264
momentum_contrarian_return_ridge_top_2_14d,17719,0.0030800741,0.475669,-0.1712755696,0.3329651665,-0.8034064404,0.0720130933
structure_contrarian_return_ridge_top_3_7d,17719,0.0050225179,0.472450,-0.0847760539,0.3316079211,-0.6364923918,0.2340425532
momentum_contrarian_return_ridge_top_3_3d,17719,0.0030800741,0.475669,-0.0763984535,0.3289772224,-0.5336317262,0.3496999454
structure_rank_ridge_top_1_14d,17719,0.0233645443,0.476778,-0.3061812450,0.3286637237,-0.7853824466,0.1194762684
structure_contrarian_return_ridge_top_3_3d,17719,0.0050225179,0.472450,-0.1132390422,0.3262481117,-0.7205044021,0.5482815057
structure_contrarian_return_ridge_top_1_14d,17719,0.0050225179,0.472450,-0.2710510170,0.3160866872,-0.7948859409,0.1358428805
momentum_return_ridge_top_2_3d,17719,-0.0030800741,0.475719,-0.2288247126,0.3133570561,-0.7939289067,0.3878887070
momentum_rank_ridge_top_1_3d,17719,0.0648881175,0.484897,0.0616371265,0.3072454491,-0.4698900242,0.2602291326
all_sign_ridge_top_2_14d,17719,0.0176250912,0.477840,-0.0731166610,0.3025160184,-0.6439161868,0.1194762684
momentum_return_ridge_top_1_1d,17719,-0.0030800741,0.475719,-0.4409659693,0.2992153835,-0.9108213876,0.9410801964
funding_premium_contrarian_return_ridge_top_1_3d,17719,0.0161233285,0.475815,-0.2684571714,0.2982088699,-0.8455846648,0.5548281506
structure_sign_ridge_top_3_7d,17719,-0.0032680374,0.461059,-0.1410240336,0.2952803506,-0.7613514273,0.2231314785
structure_sign_ridge_top_1_7d,17719,-0.0032680374,0.461059,-0.2954747758,0.2938030434,-0.8142758077,0.2471358429
all_return_ridge_top_1_7d,17719,0.0004776483,0.481326,-0.3011945590,0.2900826084,-0.8156691033,0.2733224223
flow_sign_ridge_top_1_7d,17719,0.0093094688,0.467105,-0.2204336223,0.2764221007,-0.7854546416,0.2291325696
all_sign_ridge_top_3_14d,17719,0.0176250912,0.477840,-0.0850618064,0.2716524201,-0.5892690233,0.1140207310
structure_contrarian_return_ridge_top_2_3d,17719,0.0050225179,0.472450,-0.1833936360,0.2697766018,-0.7216935191,0.5810147300
structure_return_ridge_top_2_14d,17719,-0.0050225179,0.478192,-0.2278338751,0.2694669008,-0.8281341014,0.1243862520
momentum_rank_ridge_top_3_3d,17719,0.0648881175,0.484897,0.0252540769,0.2613808137,-0.4666621846,0.2193126023
momentum_return_ridge_top_1_3d,17719,-0.0030800741,0.475719,-0.4512648866,0.2595062528,-0.9186384330,0.4468085106
flow_rank_ridge_top_2_3d,17719,0.0090577041,0.475284,-0.1582307942,0.2546529144,-0.7505073069,0.5188216039
flow_sign_ridge_top_3_3d,17719,0.0093094688,0.467105,-0.1891974596,0.2504900134,-0.8116355889,0.4539007092
all_sign_ridge_top_3_7d,17719,0.0176250912,0.477840,-0.1213406163,0.2503675108,-0.6313339878,0.2416803055
momentum_rank_ridge_top_3_14d,17719,0.0648881175,0.484897,0.0022259862,0.2454257344,-0.4921872212,0.0660120022
funding_premium_contrarian_return_ridge_top_2_3d,17719,0.0161233285,0.475815,-0.2771402137,0.2377324221,-0.8111252393,0.5400981997
