market_id,chain_id,chain,loan_asset,collateral_asset,lltv,supply_usd,borrow_usd,liquidity_usd,utilization,supply_apy,borrow_apy,avg_supply_apy,avg_borrow_apy,avg_net_supply_apy,avg_net_borrow_apy,score,status,side,reason,next_step
0x4fe72543c5c95cd6b5f3cb516cd235ba882e2e705fe3424db6f99dfe5811d0d3,1,Ethereum,USDT,cbBTC,0.86000000,8047918.95,7318099.57,729819.37,0.90931576,0.04776497,0.05265184,0.03658320,0.04407655,0.03658320,0.04407655,32.15813474,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho USDT/cbBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x755f954513d31d5f24aaf3d0cdc5e913a28383f8ea8ff85be9ffffa7371fb64d,1,Ethereum,USDC,PRIME,0.86000000,9258778.88,8481070.95,777707.93,0.91600319,0.03647422,0.03988475,0.03646747,0.03987154,0.03646747,0.03987154,32.08408359,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho USDC/PRIME rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x1590cb22d797e226df92ebc6e0153427e207299916e7e4e53461389ad68272fb,1,Ethereum,USDC,wsrUSD,0.94500000,43023598.35,37335567.94,5688030.41,0.86779278,0.03842307,0.04440499,0.03698285,0.04370815,0.03698285,0.04370815,31.89730500,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho USDC/wsrUSD rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xb323495f7e4148be5643a4ea4a8221eef163e4bccfdedc2a6f4696baacbc86cc,1,Ethereum,USDC,wstETH,0.86000000,34400759.04,30406961.87,3993797.18,0.88390381,0.03651548,0.04140963,0.03643730,0.04137989,0.03643730,0.04137989,31.89456006,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho USDC/wstETH rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xb55c0ebe12c4af149ce74ba4d83ca847c3be6787921b36b51a4d98bd105163e2,1,Ethereum,USDC,wJAAA,0.98000000,7412472.48,6686677.82,725794.65,0.90208467,0.03333018,0.03701417,0.03339787,0.03708627,0.03339787,0.03708627,31.33895041,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho USDC/wJAAA rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x1c21c59df9db44bf6f645d854ee710a8ca17b479451447e9f56758aee10a2fad,8453,Base,USDC,cbETH,0.86000000,4807800.17,4111708.99,696091.18,0.85521628,0.03831051,0.04494005,0.03841214,0.04501254,0.03841214,0.04501254,31.27208896,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho USDC/cbETH rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x3274643db77a064abd3bc851de77556a4ad2e2f502f4f0c80845fa8f909ecf0b,1,Ethereum,USDT,sUSDS,0.96500000,76181227.57,67832145.89,8349081.69,0.89040500,0.02933129,0.03300049,0.02708393,0.03188644,0.02708393,0.03188644,31.20659075,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho USDT/sUSDS rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xb8fef900b383db2dbbf4458c7f46acf5b140f26d603a6d1829963f241b82510e,1,Ethereum,USDC,OETH,0.86000000,8317224.20,6815357.95,1501866.25,0.81942698,0.03922682,0.04807587,0.03883220,0.04791848,0.03883220,-0.00201984,28.31401497,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho USDC/OETH rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x45671fb8d5dea1c4fbca0b8548ad742f6643300eeb8dbd34ad64a658b2b05bca,1,Ethereum,USDT,cbBTC,0.86000000,7613175.48,6028599.91,1584575.57,0.79186404,0.02538381,0.03216209,0.02516959,0.03207813,0.02516959,0.03207813,28.09766132,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho USDT/cbBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x41c41d0c9aadbf4751f5ee215ed5a16954a4b34e1b70fca5393d4b08858fa3fa,1,Ethereum,PYUSD,PRIME,0.86000000,78506027.40,71439552.13,7066475.27,0.90998812,0.04060215,0.04470686,0.04052460,0.04462149,0.04052460,0.04462149,25.55101601,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho PYUSD/PRIME rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xe9d96a2f8042486bfd8cfd22692e49cd355e8a51da2f427bdb2d3671fbe978ea,1,Ethereum,AUSD,upGAMMAusdc,0.91500000,7371716.49,6640298.45,731418.05,0.90078050,0.04690194,0.05220335,0.04698196,0.05229015,0.04698196,0.05229015,25.43128707,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho AUSD/upGAMMAusdc rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x88a18b2f4d94e7ad27a381b15531c06abf05a7c99dd5d3c3679875fed6f7e742,1,Ethereum,USDtb,sUSDe,0.91500000,110383556.62,102195466.88,8188089.74,0.92582147,0.03557302,0.03847737,0.03541113,0.03830206,0.03541113,0.03830206,25.40400454,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho USDtb/sUSDe rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xc9629945524f3fde56c7e8854a6c3d48e76b9d97236abbe73c750fcc7aeb8501,1,Ethereum,PYUSD,syrupUSDC,0.91500000,75055735.41,67517092.08,7538643.33,0.89955940,0.03727693,0.04152530,0.03727549,0.04152285,0.03727549,0.04152285,24.84698196,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho PYUSD/syrupUSDC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x09cf702bb8b6fe8c6effb6021744e365f598b89bc28f3ea7cd6c55115af825df,1,Ethereum,AUSD,sUSDS,0.94500000,4143027.51,3765860.12,377167.39,0.90896334,0.03953984,0.04358544,0.03967346,0.04373269,0.03967346,0.04373269,24.38976378,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho AUSD/sUSDS rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xc0ae375fd761ff19b3f04de5534c0f1ec110f80e1c2ede27c42c1c43c3040394,1,Ethereum,RLUSD,syrupUSDC,0.91500000,45425356.60,40920491.62,4504864.98,0.90082929,0.03596576,0.04000343,0.03690887,0.04090261,0.03690887,0.04090261,24.38705099,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho RLUSD/syrupUSDC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xab3196447663a41382ba4b4d55eab3fa702ee2cf071db224fd72492953040056,1,Ethereum,AUSD,syrupUSDC,0.91500000,22488824.72,20239584.48,2249240.24,0.89998409,0.03366327,0.03747363,0.03366346,0.03747370,0.03366346,0.03747370,23.55457088,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho AUSD/syrupUSDC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x90ef0c5a0dc7c4de4ad4585002d44e9d411d212d2f6258e94948beecf8b4c0d5,1,Ethereum,PYUSD,sUSDe,0.91500000,43390847.64,39150138.39,4240709.25,0.90226720,0.02883567,0.03200866,0.03054198,0.03420060,0.03054198,0.03420060,23.41310887,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho PYUSD/sUSDe rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xea4bfb18df0ee6bffb7b3f0270899a8adb92ab6b684709634c8276128813cfd4,1,Ethereum,RLUSD,weETH,0.86000000,42063590.43,38170169.38,3893421.05,0.90743964,0.02901370,0.03202009,0.03022784,0.03321091,0.03022784,0.03321091,23.40849519,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho RLUSD/weETH rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x6a7e36eb088bd501d73f7ab4c5b8671358559341a78ce521c9e499dc0bc642b9,1,Ethereum,PYUSD,LBTC,0.86000000,38329226.56,34667397.14,3661829.42,0.90446378,0.02896601,0.03207439,0.02901032,0.03212336,0.02901032,0.03212336,23.12624110,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho PYUSD/LBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x85d59152eeeab7ca024804895b358868d8dd1e134171be400d7792d5604a212c,1,Ethereum,PYUSD,weETH,0.86000000,49204061.82,44412156.63,4791905.19,0.90261159,0.02706354,0.03002714,0.02707547,0.03004031,0.02707547,0.03004031,22.94551076,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho PYUSD/weETH rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xffd010618ed3cb39bb2c5de0e3e58d3d2ec9f52187a180f29723c31756a939bc,1,Ethereum,RLUSD,cbBTC,0.86000000,15792784.93,14325475.71,1467309.22,0.90708990,0.02900152,0.03201915,0.02904986,0.03197390,0.02904986,0.03197390,22.86209874,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho RLUSD/cbBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xbe50eed784490d6c32f398902b55eb5e1bd5af89e1f554993ad5fea899be090b,1,Ethereum,PYUSD,WBTC,0.86000000,4175453.93,3791228.23,384225.70,0.90797990,0.02903940,0.03202913,0.02904937,0.03203892,0.02904937,0.03203892,22.72360507,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho PYUSD/WBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xd98cd88ae5b336086b39fb1d62ba6171282e946105b010143f0e89f8fe7cff36,1,Ethereum,WETH,savETH,0.91500000,4679884.72,3852451.02,827433.70,0.82319357,0.03568197,0.04351041,0.03725464,0.04433405,0.03725464,0.04433405,22.48593390,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho WETH/savETH rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xd8a8e6667f58aa9229e8979bd619742b1660ee856c200a93e407dbccb7222323,1,Ethereum,PYUSD,cbBTC,0.86000000,5801297.35,5221168.63,580128.72,0.90000017,0.02671716,0.02972944,0.02674199,0.02975612,0.02674199,0.02975612,22.24322678,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho PYUSD/cbBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xb8fc70e82bc5bb53e773626fcc6a23f7eefa036918d7ef216ecfb1950a94a85e,1,Ethereum,WETH,wstETH,0.96500000,75611018.86,67814873.41,7796145.45,0.89689141,0.01674103,0.01868349,0.01861911,0.02086609,0.01861911,0.02086609,21.91099992,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho WETH/wstETH rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xa128dddc761075df9a9a60689f3a41a989b245aad506352c509c0c3a76a9ec6b,1,Ethereum,RLUSD,WBTC,0.86000000,4277675.89,3970198.88,307477.01,0.92812055,0.02787084,0.03006148,0.02021501,0.02294283,0.02021501,0.02294283,21.78612903,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho RLUSD/WBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x5fda67e2274d50fb63955db09382daf24270ae32f2924d31039fec3c50cbfbe4,8453,Base,msETH,wsuperOETHb,0.94500000,3943103.01,3550036.51,393066.50,0.90031544,0.02386015,0.02653708,0.02386771,0.02654520,0.02386771,0.02654520,21.77549365,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho msETH/wsuperOETHb rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x37e7484d642d90f14451f1910ba4b7b8e4c3ccdd0ec28f8b2bdb35479e472ba7,1,Ethereum,WETH,weETH,0.94500000,31519440.05,28511296.21,3008143.84,0.90456227,0.01988622,0.02200728,0.01898357,0.02151818,0.01898357,0.02151818,21.50103183,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho WETH/weETH rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xd0e50cdac92fe2172043f5e0c36532c6369d24947e40968f34a5e8819ca9ec5d,1,Ethereum,WETH,wstETH,0.94500000,19539492.30,17711608.92,1827883.38,0.90645185,0.01987564,0.02194921,0.01669001,0.01886297,0.01669001,0.01886297,21.00969648,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho WETH/wstETH rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x64d2f82e674b764d618b630297813cd34bdc42a0fa66f92efa2ac8b1efe4bbd5,1,Ethereum,msUSD,siUSD,0.91500000,19931549.99,16517198.31,3414351.68,0.82869613,0.02549379,0.03084428,0.02530974,0.03077071,0.02530974,0.03077071,20.97932146,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho msUSD/siUSD rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x3a4048c64ba1b375330d376b1ce40e4047d03b47ab4d48af484edec9fec801ba,8453,Base,WETH,wstETH,0.94500000,9627624.65,8389049.26,1238575.39,0.87135192,0.01629545,0.01872373,0.01658234,0.01887318,0.01658234,0.01887318,20.17475085,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho WETH/wstETH rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x67ebd84b2fb39e3bc5a13d97e4c07abe1ea617e40654826e9abce252e95f049e,8453,Base,EURC,cbBTC,0.86000000,5855592.39,5271208.44,584383.95,0.90020071,0.00908565,0.01009799,0.00992660,0.01099601,0.00992660,0.01099601,19.62840632,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho EURC/cbBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xb7a75cabc2e8eadd0bc661340a9e359d9828bed6d5cbbcd64188bca8c01e399e,1,Ethereum,EURCV,WBTC,0.86000000,5871015.72,5287597.15,583418.56,0.90062732,0.00818404,0.00909114,0.00818405,0.00909116,0.00818405,0.00909116,19.36755655,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho EURCV/WBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x49b89ee666acc242de6a2f25ffdbb25dcc693a7f4746d8d4afeb51c440fa938a,1,Ethereum,USDC,AVLT,0.86000000,3998575.00,2131669.80,1866905.21,0.53310737,0.00962596,0.01813241,0.00213488,0.00593598,0.00213488,0.00593598,19.28709569,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho USDC/AVLT rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x82053fe2fc3a3d6cb856458948e9c3589e76f20f3a2079606739b517587267ce,1,Ethereum,EURCV,cbBTC,0.86000000,9247155.15,8234696.86,1012458.29,0.89051138,0.00799843,0.00898625,0.00814292,0.00906137,0.00814292,0.00906137,19.21055822,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho EURCV/cbBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xe51f9aaad25d0e755429cf77076b3c2d37cb1228ed81f8a5482f2102c220eef5,1,Ethereum,PYUSD,kBTC,0.86000000,49683557.12,37219793.32,12463763.79,0.74913705,0.00345984,0.00462110,0.00392516,0.00487218,0.00392516,0.00487218,16.61425172,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho PYUSD/kBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0x15bb2a6af0c909eed19fb1f2ceeead34ecbdcba626de752c6b09389ee14eec32,1,Ethereum,RLUSD,kBTC,0.86000000,75361327.83,41612383.15,33748944.68,0.55217158,0.00626488,0.01137472,0.01123810,0.01449110,0.01123810,0.01449110,14.99536792,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho RLUSD/kBTC rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xa36e440fbc54d7ed744ae4895b2729642a8be5d488cdd477c59b54afbb90b5bf,1,Ethereum,WBTC,,0.00000000,54177795.74,0.00,54177795.74,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.70888979,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho WBTC/ rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
0xf8c13c80ab8666c21fc5afa13105745cae7c1da13df596eb5054319f36655cc9,1,Ethereum,PYUSD,,0.00000000,24028829.25,0.00,24028829.25,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.20144146,lending_context_watch,none,lending market context exists but is not yet actionable,"check Morpho PYUSD/ rate persistence, collateral drawdown, oracle, liquidation, withdrawal liquidity, gas, and smart-contract risk"
