chain,project,symbol,pool,tvl_usd,apy,apy_base,apy_reward,apy_mean_30d,reward_share,apy_deviation_30d,score,status,side,reason,next_step
Ethereum,yearn-finance,USDC,d5959f91-86ce-4177-b234-49e1f17d8f82,11557528.00,4.814170,4.814170,0.000000,4.959940,0.00000000,0.145770,7.846361,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/yearn-finance custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,GTUSDCRWA,086d98c3-e23e-42b2-9425-cb8915724337,13250071.00,4.820930,4.820930,0.000000,5.078880,0.00000000,0.257950,7.823719,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,SPARKUSDTBC,95161b3c-7d6e-4c02-a0d7-878ac357ebbf,16391201.00,4.680690,4.680690,0.000000,4.680690,0.00000000,0.000000,7.816928,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,pendle,SRUSDE,db1bcb02-a222-479a-9efe-5d1a3625af36,10992224.00,4.731950,4.731950,0.000000,4.699610,0.00000000,0.032340,7.771560,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/pendle custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,SKYMONEYUSDTSAVINGS,89641d1d-6ee2-431b-b131-a0b49c59e2c5,76160268.00,5.416930,4.739650,0.677280,3.510560,0.12503023,1.906370,7.733614,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,STEAKEURCV,d3b28212-a46b-4db8-8bb7-2c946b3cbe76,79295072.00,4.000000,4.000000,0.000000,3.352610,0.00000000,0.647390,7.597467,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Base,morpho-blue,GTUSDCP,df7ccfd1-2642-4d79-851a-a5b07d9b8a97,79413598.00,3.921220,3.921220,0.000000,4.402580,0.00000000,0.481360,7.573408,yield_context_watch,none,yield is context but not yet actionable,"check Base/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,centrifuge-protocol,USDC,325645ce-4e97-49cb-a8e8-d0100c3aea7b,173737543.00,2.867510,2.867510,0.000000,3.772730,0.00000000,0.905220,7.519635,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/centrifuge-protocol custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,fluid-lending,USDT,4e8cc592-c8d5-4824-8155-128ba521e903,106401864.00,5.370000,4.070000,1.300000,4.231310,0.24208566,1.138690,7.508481,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/fluid-lending custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,BBQUSDC,36977448-9ad9-43ea-85f2-60ee1b92ecd0,18794853.00,4.488310,4.488310,0.000000,4.630920,0.00000000,0.142610,7.471627,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Base,morpho-blue,BBQUSDC,832c94db-4948-4f14-aa65-af6e737d984e,30273066.00,4.635070,4.635070,0.000000,5.713100,0.00000000,1.078030,7.374755,yield_context_watch,none,yield is context but not yet actionable,"check Base/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,sparklend,USDS,54e9b138-3146-4c1f-8dce-1cb948f5ef96,591400686.00,3.813690,0.000000,3.813690,3.561780,1.00000000,0.251910,7.374330,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/sparklend custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,ARMUSDCS,d2a99602-b0c7-4f6a-a329-82bdaad3df0c,31248463.00,4.316440,4.316440,0.000000,4.035220,0.00000000,0.281220,7.362541,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,STEAKUSDC,b55f43a8-f444-4cd8-a3a4-0a4e786ba566,99752791.00,3.456190,3.456190,0.000000,3.752260,0.00000000,0.296070,7.347318,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
BSC,blackrock-buidl,BUIDL,55402b0b-af35-452b-b015-627b4233f0f1,110310650.00,3.205180,3.205180,0.000000,3.214420,0.00000000,0.009240,7.328957,yield_context_watch,none,yield is context but not yet actionable,"check BSC/blackrock-buidl custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,GUSDCQ,ba8f47b8-2cc2-4976-a0f9-1bd8da4bcb91,28865865.00,4.210410,4.210410,0.000000,3.942140,0.00000000,0.268270,7.153011,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,SENPYUSDMAIN,699f25fe-09f4-4f82-8f58-baa5b0af8fa4,291614045.00,5.360110,1.661760,3.698350,5.159360,0.68997651,0.200750,7.090081,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,ARMUSDCP,49ff023e-209e-495a-9c1a-95d188e954b4,20589888.00,4.178820,4.178820,0.000000,3.954540,0.00000000,0.224280,6.963342,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,crvusd,SCRVUSD,5fd328af-4203-471b-bd16-1705c726d926,21300978.00,4.847640,4.847640,0.000000,2.655350,0.00000000,2.192290,6.866870,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/crvusd custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,strata-markets,SRUSDE,843be062-d836-43ef-9670-c78d6ecb60bf,63486515.00,3.497050,3.497050,0.000000,3.350710,0.00000000,0.146340,6.777206,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/strata-markets custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,frax,SFRXUSD,42523cca-14b0-44f6-95fb-4781069520a5,33915226.00,3.849450,3.849450,0.000000,3.952200,0.00000000,0.102750,6.775775,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/frax custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,sparklend,USDS,0ed981dc-b49d-426d-ade5-6014728b1ef9,160600826.00,2.201550,2.201550,0.000000,2.258810,0.00000000,0.057260,6.700141,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/sparklend custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,circle-usyc,USYC,448a64ff-06fd-4e56-b63c-03662ac39010,77947683.00,3.238680,3.238680,0.000000,3.127380,0.00000000,0.111300,6.674062,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/circle-usyc custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,usual-usd0,BUSD0,55b0893b-1dbb-47fd-9912-5e439cd3d511,506728373.00,2.636500,0.000000,2.636500,3.313260,1.00000000,0.676760,6.648544,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/usual-usd0 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,bitwise-uscc,USCC,aff74ce8-4fe3-462b-af11-542cc16d24b2,143252251.00,2.820010,2.820010,0.000000,4.155700,0.00000000,1.335690,6.575647,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/bitwise-uscc custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,HUSDT,ab3e992c-dffc-4895-a1a7-58f23460b092,12468146.00,4.245670,4.245670,0.000000,3.254820,0.00000000,0.990850,6.447925,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Base,morpho-blue,PUSDC,c1949c46-0c01-445f-8017-b3192d9913bc,30103237.00,3.841230,3.841230,0.000000,4.378910,0.00000000,0.537680,6.425425,yield_context_watch,none,yield is context but not yet actionable,"check Base/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,sky-lending,SDAI,c8a24fee-ec00-4f38-86c0-9f6daebc4225,219421652.00,1.250000,1.250000,0.000000,1.250000,0.00000000,0.000000,6.388433,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/sky-lending custody, withdrawal path, APY source, capacity, and exit liquidity"
MegaETH,aave-v3,USDM,5c994437-94bf-4c96-a4c1-5b8ae446dfd0,166636809.00,2.017380,2.017380,0.000000,1.710540,0.00000000,0.306840,6.376440,yield_context_watch,none,yield is context but not yet actionable,"check MegaETH/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,GTUSDC,a306885c-001e-4479-9ae8-459a56527bc1,33497283.00,3.651870,3.651870,0.000000,3.937740,0.00000000,0.285870,6.341416,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Base,morpho-blue,FRUSDC,5a0433ec-041d-40e0-aeef-d52e5c2b5f51,23862193.00,3.841290,3.841290,0.000000,4.379570,0.00000000,0.538280,6.300340,yield_context_watch,none,yield is context but not yet actionable,"check Base/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Avalanche,spark-savings,USDC,e96cbd55-a0a0-446a-89ba-ada6e2991d50,26752344.00,3.600000,3.600000,0.000000,3.627960,0.00000000,0.027960,6.278271,yield_context_watch,none,yield is context but not yet actionable,"check Avalanche/spark-savings custody, withdrawal path, APY source, capacity, and exit liquidity"
Mantle,ondo-yield-assets,USDY,b5d7a190-38d2-4fdd-8c14-1fd00c11bce1,29407251.00,3.550000,3.550000,0.000000,3.550000,0.00000000,0.000000,6.268145,yield_context_watch,none,yield is context but not yet actionable,"check Mantle/ondo-yield-assets custody, withdrawal path, APY source, capacity, and exit liquidity"
Flare,clearpool-lending,USDX,be50b874-8147-440d-b8ca-f2c202e9ed64,28198541.00,3.498070,3.498070,0.000000,3.498530,0.00000000,0.000460,6.160607,yield_context_watch,none,yield is context but not yet actionable,"check Flare/clearpool-lending custody, withdrawal path, APY source, capacity, and exit liquidity"
Sui,ondo-yield-assets,USDY,3007b64e-331d-425d-a7ae-33b8691da1a9,23185008.00,3.550000,3.550000,0.000000,3.550000,0.00000000,0.000000,6.143700,yield_context_watch,none,yield is context but not yet actionable,"check Sui/ondo-yield-assets custody, withdrawal path, APY source, capacity, and exit liquidity"
Plasma,aave-v3,USDT0,e338c687-a5d8-4abf-bc04-127990811b0a,54254253.00,4.299260,3.494480,0.804780,4.548750,0.18719035,0.249490,6.099710,yield_context_watch,none,yield is context but not yet actionable,"check Plasma/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,dolomite,USD1,86e18974-35ca-4948-9c82-694facf9d082,29543249.00,10.189960,3.702790,6.487170,9.350150,0.63662370,0.839810,6.059816,paper_incentive_yield_watch,watch_incentive_decay,APY is material but reward-heavy,"check Ethereum/dolomite custody, withdrawal path, APY source, capacity, and exit liquidity"
Noble,ondo-yield-assets,USDY,0d635c7d-0a5f-4d6d-9e3e-1245442b9727,14991180.00,3.550000,3.550000,0.000000,3.550000,0.00000000,0.000000,5.979824,yield_context_watch,none,yield is context but not yet actionable,"check Noble/ondo-yield-assets custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,sparklend,USDT,8fbe28b8-140d-4e37-8804-5d2aba4daded,116143025.00,2.441590,2.441590,0.000000,2.942660,0.00000000,0.501070,5.928763,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/sparklend custody, withdrawal path, APY source, capacity, and exit liquidity"
Polygon,blackrock-buidl,BUIDL,0715f02b-1803-417f-98ec-4e6e950ff498,14182581.00,3.515260,3.515260,0.000000,3.524260,0.00000000,0.009000,5.902668,yield_context_watch,none,yield is context but not yet actionable,"check Polygon/blackrock-buidl custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,fluid-lending,USDC,4438dabc-7f0c-430b-8136-2722711ae663,106546253.00,4.630000,3.340000,1.290000,6.315990,0.27861771,1.685990,5.864860,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/fluid-lending custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,frankencoin,ZCHF,8b427366-7bfb-4c61-88be-8dc004fdc3da,12802336.00,3.500000,3.500000,0.000000,3.500000,0.00000000,0.000000,5.856047,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/frankencoin custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,concrete,CTDEFIUSDT,9ffcea5d-ef46-4b80-a8fb-74b03d38b2ba,41178549.00,3.867330,3.867330,0.000000,1.908640,0.00000000,1.958690,5.836085,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/concrete custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,SENPYUSDPRIMEV2,f569e486-da2a-41ef-8bfe-1a4db0d1d268,79359965.00,6.895730,3.296610,3.599120,7.570130,0.52193459,0.674400,5.809045,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Solana,jupiter-lend,USDT,a2fbc7ec-22c2-43fe-aa42-49f854aa940d,18898435.00,3.406590,3.406590,0.000000,3.364650,0.00000000,0.041940,5.803349,yield_context_watch,none,yield is context but not yet actionable,"check Solana/jupiter-lend custody, withdrawal path, APY source, capacity, and exit liquidity"
Base,yo-protocol,USDC,1994cc35-a2b9-434e-b197-df6742fb5d81,12400615.00,3.635660,3.635660,0.000000,4.149800,0.00000000,0.514140,5.756584,yield_context_watch,none,yield is context but not yet actionable,"check Base/yo-protocol custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,STEAKUSDTBETHENA,2bade0af-0dee-410b-88ed-78f17133dad7,110655826.00,6.596190,3.196190,3.400000,5.140340,0.51544907,1.455850,5.751714,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,VBSHUSDC,d7c8dc33-235e-4d08-94e9-8b72c2500d0d,18571849.00,3.443820,3.443820,0.000000,3.726360,0.00000000,0.282540,5.712025,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Solana,kamino-lend,PYUSD,4decb8fb-be56-48ce-9c61-47a554d248e8,12456045.00,3.397240,3.397240,0.000000,3.431700,0.00000000,0.034460,5.664029,yield_context_watch,none,yield is context but not yet actionable,"check Solana/kamino-lend custody, withdrawal path, APY source, capacity, and exit liquidity"
OP Mainnet,blackrock-buidl,BUIDL,a12d730b-9f47-47f9-95b6-c8689faf966c,26209719.00,3.205260,3.205260,0.000000,3.214500,0.00000000,0.009240,5.647066,yield_context_watch,none,yield is context but not yet actionable,"check OP Mainnet/blackrock-buidl custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,pendle,USDAT,95b3493d-e474-4098-9794-973e86a06213,12195118.00,4.589830,3.768450,0.821380,5.003070,0.17895652,0.413240,5.638204,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/pendle custody, withdrawal path, APY source, capacity, and exit liquidity"
Arbitrum,blackrock-buidl,BUIDL,1f73ccbf-189e-4471-9e5c-46151b505d7d,25556789.00,3.205330,3.205330,0.000000,3.214570,0.00000000,0.009240,5.634120,yield_context_watch,none,yield is context but not yet actionable,"check Arbitrum/blackrock-buidl custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,sparklend,DAI,e26ce7d9-db75-4aa4-b1db-cc21ae17bdfb,94762434.00,2.339320,2.339320,0.000000,2.351130,0.00000000,0.011810,5.631075,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/sparklend custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,openeden-usdo,USDO,f083596e-032d-4d6b-a7a8-1836d3f99bcd,34025085.00,3.098770,3.098770,0.000000,3.147520,0.00000000,0.048750,5.609284,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/openeden-usdo custody, withdrawal path, APY source, capacity, and exit liquidity"
Base,aave-v3,USDC,7e0661bf-8cf3-45e6-9424-31916d4c7b84,28520591.00,3.145810,3.145810,0.000000,3.137760,0.00000000,0.008050,5.598878,yield_context_watch,none,yield is context but not yet actionable,"check Base/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,compound-v3,USDC,7da72d09-56ca-4ec5-a45f-59114353e487,57578146.00,3.076690,2.968270,0.108420,3.477930,0.03523917,0.401240,5.562462,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/compound-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,pendle,SRUSDE,5c6db12f-f71a-40e3-a68f-e7915ef09054,10992224.00,3.679710,3.536180,0.143520,4.105370,0.03900307,0.425660,5.523736,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/pendle custody, withdrawal path, APY source, capacity, and exit liquidity"
Pharos,centrifuge-protocol,USDC,b7ce5baf-7d76-46f7-8a7b-28b7e72ed2b7,15056651.00,3.257070,3.257070,0.000000,3.281340,0.00000000,0.024270,5.497883,yield_context_watch,none,yield is context but not yet actionable,"check Pharos/centrifuge-protocol custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,3jane-lending,USD3,f8cd444e-d99f-4132-b234-fd3482bf8806,20586376.00,3.345630,3.345630,0.000000,3.798380,0.00000000,0.452750,5.493086,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/3jane-lending custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,SENRLUSDV2,2e53bb82-f13f-4157-a3bf-b1a91b94b6a4,194160351.00,5.722270,1.822270,3.900000,5.180450,0.68154771,0.541820,5.307556,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,SBMORPHOUSDC,80b2d4bf-dac4-4c69-91da-cdc740de1e3b,10394911.00,3.268130,3.268130,0.000000,3.540750,0.00000000,0.272620,5.273334,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Plasma,veda,PLASMAUSD,95d4f805-1800-4184-98a0-6e49b3ccad8a,44095558.00,3.082750,2.927210,0.155540,3.544550,0.05045495,0.461800,5.148763,yield_context_watch,none,yield is context but not yet actionable,"check Plasma/veda custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,yearn-finance,USDC,7d89af7a-24c9-4292-aa38-7c71b05fbd6d,26763509.00,2.991710,2.991710,0.000000,3.369120,0.00000000,0.377410,5.095560,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/yearn-finance custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,HUSDC,677f756a-eda4-48b0-ba35-60adc9b44d88,15867445.00,3.075680,3.075680,0.000000,3.318400,0.00000000,0.242720,5.092805,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,USDT,a90d554a-b548-4f50-b03e-9dcb724b7777,85169511.00,6.724330,2.614330,4.110000,6.640120,0.61121331,0.084210,5.034939,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,compound-v3,USDT,f4d5b566-e815-4ca2-bb07-7bcd8bc797f1,51765159.00,2.709760,2.606300,0.103470,2.845540,0.03818419,0.135780,5.012562,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/compound-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,euler-v2,USDC,31a0cd94-b781-4e0d-a9f1-1702bc2c238f,10521777.00,3.122410,3.122410,0.000000,2.778550,0.00000000,0.343860,4.999976,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/euler-v2 custody, withdrawal path, APY source, capacity, and exit liquidity"
BSC,venus-core-pool,USDT,9f3a6015-5045-4471-ba65-ad3dc7c38269,73913708.00,2.237030,2.237030,0.000000,2.008620,0.00000000,0.228410,4.920476,yield_context_watch,none,yield is context but not yet actionable,"check BSC/venus-core-pool custody, withdrawal path, APY source, capacity, and exit liquidity"
Solana,kamino-lend,CASH,6557f42a-a68a-414d-b7ac-3f3b301dda28,14114646.00,2.880160,2.880160,0.000000,3.153540,0.00000000,0.273380,4.726521,yield_context_watch,none,yield is context but not yet actionable,"check Solana/kamino-lend custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,USDC,6f00d46b-8735-49ae-9ced-2a0fccc56ad0,51764363.00,7.174570,2.944570,4.230000,7.814050,0.58958237,0.639480,4.696582,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Polygon,aave-v3,USDC,1b8b4cdb-0728-42a8-bf13-2c8fea7427ee,11903978.00,2.878970,2.878970,0.000000,3.132140,0.00000000,0.253170,4.692530,yield_context_watch,none,yield is context but not yet actionable,"check Polygon/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,euler-v2,USDC,0fde8996-ecdf-441c-94a9-ec67403e9b8c,15511833.00,2.794960,2.794960,0.000000,2.594470,0.00000000,0.200490,4.661879,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/euler-v2 custody, withdrawal path, APY source, capacity, and exit liquidity"
Mantle,aave-v3,USDT0,47da0cdd-7b1d-4927-9545-20b53b73afa8,20869823.00,5.235190,3.156810,2.078380,5.349210,0.39700183,0.114020,4.643225,yield_context_watch,none,yield is context but not yet actionable,"check Mantle/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,concrete,SRROYUSDC,7081d7c4-d0df-4c68-adce-2bb210cd25e8,12973085.00,3.221110,3.221110,0.000000,4.570740,0.00000000,1.349630,4.603460,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/concrete custody, withdrawal path, APY source, capacity, and exit liquidity"
Polygon,aave-v3,USDT0,7e7821a2-3d20-4ae7-9c3d-04cd57904555,12401417.00,2.777070,2.777070,0.000000,2.953690,0.00000000,0.176620,4.585368,yield_context_watch,none,yield is context but not yet actionable,"check Polygon/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,puffer-stake,PUFETH,bac6982a-f344-42f7-9af4-a9882f4a77f0,46538796.00,2.433700,2.399570,0.034140,2.048430,0.01402802,0.385270,4.496466,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/puffer-stake custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,DAI,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,25590626.00,2.560770,2.560770,0.000000,2.359610,0.00000000,0.201160,4.488349,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Monad,neverland,USDC,1d60f574-c41c-444f-8604-462eb7b714a5,13946803.00,8.209710,2.913630,5.296080,8.206880,0.64509952,0.002830,4.477080,yield_context_watch,none,yield is context but not yet actionable,"check Monad/neverland custody, withdrawal path, APY source, capacity, and exit liquidity"
Solana,kamino-lend,USDG,1846e918-4857-47a0-b8e2-d5df89e98a56,10031664.00,2.844030,2.844030,0.000000,2.339250,0.00000000,0.504780,4.448213,yield_context_watch,none,yield is context but not yet actionable,"check Solana/kamino-lend custody, withdrawal path, APY source, capacity, and exit liquidity"
BSC,lista-lending,USD1,d6fec854-4258-495b-95df-e4066214f41d,137599918.00,1.106910,1.106910,0.000000,1.286830,0.00000000,0.179920,4.415102,yield_context_watch,none,yield is context but not yet actionable,"check BSC/lista-lending custody, withdrawal path, APY source, capacity, and exit liquidity"
Monad,neverland,AUSD,ba0f675f-9f14-407b-b278-66d8f59f49ca,10555801.00,8.000930,3.006560,4.994380,8.277870,0.62422493,0.276940,4.356296,yield_context_watch,none,yield is context but not yet actionable,"check Monad/neverland custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,dolomite,USDC,20e45c3e-7de7-4d34-89e7-20858ecdf252,29770083.00,7.399910,3.219560,4.180350,8.766710,0.56491903,1.366800,4.339082,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/dolomite custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,multipli.fi,RWAUSDI,8863fc1e-2029-481d-a625-06abbcba9e11,137307244.00,3.888000,0.000000,0.000000,3.888000,0.00000000,0.000000,4.301345,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/multipli.fi custody, withdrawal path, APY source, capacity, and exit liquidity"
Solana,bitwise-uscc,USCC,04bf0e7d-904a-4d42-9a25-bb1b5634e863,29263386.00,2.820010,2.820010,0.000000,4.155700,0.00000000,1.335690,4.295870,yield_context_watch,none,yield is context but not yet actionable,"check Solana/bitwise-uscc custody, withdrawal path, APY source, capacity, and exit liquidity"
BSC,aave-v3,USDT,29be6a85-414f-4a66-b075-98863278912a,11727386.00,2.472620,2.472620,0.000000,2.504620,0.00000000,0.032000,4.171540,yield_context_watch,none,yield is context but not yet actionable,"check BSC/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Plume Mainnet,bitwise-uscc,USCC,ea1d8316-9160-48f0-ad18-a1298473f826,16389622.00,2.820010,2.820010,0.000000,4.155700,0.00000000,1.335690,4.038394,yield_context_watch,none,yield is context but not yet actionable,"check Plume Mainnet/bitwise-uscc custody, withdrawal path, APY source, capacity, and exit liquidity"
Base,multipli.fi,RWAUSDI,503c47d7-33e4-4527-8326-5fafb25fc65b,123817261.00,3.888000,0.000000,0.000000,3.888000,0.00000000,0.000000,4.031545,yield_context_watch,none,yield is context but not yet actionable,"check Base/multipli.fi custody, withdrawal path, APY source, capacity, and exit liquidity"
Arbitrum,aave-v3,USDC,d9fa8e14-0447-4207-9ae8-7810199dfa1f,50652188.00,2.119510,2.119510,0.000000,2.809340,0.00000000,0.689830,3.990362,yield_context_watch,none,yield is context but not yet actionable,"check Arbitrum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,superform,SUPERUSDC,fbd2a90a-f18f-412f-9f75-cc75432efd3f,11733748.00,6.095430,3.491340,2.604090,8.083030,0.42722006,1.987600,3.961015,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/superform custody, withdrawal path, APY source, capacity, and exit liquidity"
Solana,jupiter-lend,JUPUSD,0dbb5021-00c7-40e2-9e2b-a757f4305ebf,77505083.00,4.857980,2.336810,2.521170,5.317850,0.51897496,0.459870,3.945644,yield_context_watch,none,yield is context but not yet actionable,"check Solana/jupiter-lend custody, withdrawal path, APY source, capacity, and exit liquidity"
Solana,kamino-lend,USDC,d2141a59-c199-4be7-8d4b-c8223954836b,34181509.00,3.035060,3.035060,0.000000,5.844200,0.00000000,2.809140,3.854242,yield_context_watch,none,yield is context but not yet actionable,"check Solana/kamino-lend custody, withdrawal path, APY source, capacity, and exit liquidity"
BSC,venus-core-pool,USDC,89eba1e5-1b1b-47b6-958b-38138a04c244,19403269.00,2.216770,2.216770,0.000000,1.950510,0.00000000,0.266260,3.775141,yield_context_watch,none,yield is context but not yet actionable,"check BSC/venus-core-pool custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,fluid-lite,USDC,488f06db-5a36-450e-9ba9-b4321be39c7c,34761091.00,8.620000,0.000000,0.000000,7.997220,0.00000000,0.622780,3.769554,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/fluid-lite custody, withdrawal path, APY source, capacity, and exit liquidity"
