timestamp,close,volume,funding_rate,open_interest
2024-07-01T00:00:00+00:00,62851.98046875,25468379421.0,0.0001,81856.177
2024-07-02T00:00:00+00:00,62029.015625,20151616992.0,0.0001,84473.518
2024-07-03T00:00:00+00:00,60173.921875,29756701685.0,0.0001,88025.505
2024-07-04T00:00:00+00:00,56977.703125,41149609230.0,0.0001,88552.548
2024-07-05T00:00:00+00:00,56662.375,55417544033.0,1.762e-05,83117.828
2024-07-06T00:00:00+00:00,58303.5390625,20610320577.0,3.25e-05,80177.383
2024-07-07T00:00:00+00:00,55849.109375,20553359505.0,0.0001,81293.278
2024-07-08T00:00:00+00:00,56705.09765625,39766159899.0,0.0001,78848.787
2024-07-09T00:00:00+00:00,58009.2265625,27849512607.0,0.0001,82178.811
2024-07-10T00:00:00+00:00,57742.49609375,26175260526.0,5.485e-05,0.0
2024-07-11T00:00:00+00:00,57344.9140625,28707803842.0,0.0001,85093.514
2024-07-12T00:00:00+00:00,57899.46484375,25604805221.0,4.037e-05,0.0
2024-07-13T00:00:00+00:00,59231.953125,17080061806.0,0.0001,85453.399
2024-07-14T00:00:00+00:00,60787.79296875,22223416061.0,8.342e-05,84969.235
2024-07-15T00:00:00+00:00,64870.15234375,38094526099.0,-5.14e-06,85234.987
2024-07-16T00:00:00+00:00,65097.1484375,41617346768.0,2.717e-05,83191.065
2024-07-17T00:00:00+00:00,64118.79296875,32525071311.0,2.143e-05,79387.044
2024-07-18T00:00:00+00:00,63974.06640625,27239305337.0,3.127e-05,78588.674
2024-07-19T00:00:00+00:00,66710.15625,37003855410.0,4.606e-05,84274.956
2024-07-20T00:00:00+00:00,67163.6484375,19029581250.0,1.622e-05,82810.277
2024-07-21T00:00:00+00:00,68154.5234375,26652190004.0,6.46e-06,80653.708
2024-07-22T00:00:00+00:00,67585.25,42649109453.0,2.769e-05,80887.132
2024-07-23T00:00:00+00:00,65927.671875,35605668666.0,4.642e-05,82275.688
2024-07-24T00:00:00+00:00,65372.1328125,27470942309.0,0.0001,81060.485
2024-07-25T00:00:00+00:00,65777.2265625,38315761670.0,0.0001,83327.2
2024-07-26T00:00:00+00:00,67912.0625,30488630457.0,3.34e-05,84651.1
2024-07-27T00:00:00+00:00,67813.3359375,34691905492.0,9.109e-05,86084.842
2024-07-28T00:00:00+00:00,68255.8671875,18043166945.0,2.804e-05,85860.258
2024-07-29T00:00:00+00:00,66819.9140625,40780682628.0,0.0001,84865.254
2024-07-30T00:00:00+00:00,66201.015625,31380492109.0,7.691e-05,82994.073
2024-07-31T00:00:00+00:00,64619.25,31292785994.0,3.826e-05,82570.404
2024-08-01T00:00:00+00:00,65357.5,40975554494.0,0.0001,87192.052
2024-08-02T00:00:00+00:00,61415.06640625,43060875727.0,0.0001,87796.487
