timestamp,symbol,name,peg_type,peg_mechanism,current_supply_usd,day_change_usd,week_change_usd,month_change_usd,price
2026-06-08T15:11:40.503707+00:00,LVLUSD,Level USD,peggedUSD,crypto-backed,530640.21,0.00,-47.04,-6236.99,1.00078448
2026-06-08T15:11:40.503707+00:00,DAI+,DAI+,peggedUSD,crypto-backed,18024.36,-42.74,-16.78,-48.39,0.00000000
2026-06-08T15:11:40.503707+00:00,USBD,USBD,peggedUSD,crypto-backed,7507153.53,213.11,13.11,3.11,0.00000000
2026-06-08T15:11:40.503707+00:00,xpUSD,Gaming XP USD,peggedUSD,fiat-backed,4006.60,0.00,10.83,10.83,0.99967417
2026-06-08T15:11:40.503707+00:00,BUSD,Binance Peg BUSD,peggedUSD,crypto-backed,233085692.92,2.62,9.68,105.72,1.00069527
2026-06-08T15:11:40.503707+00:00,3USD,3USD,peggedUSD,crypto-backed,452749.89,0.00,5.02,70.87,0.99967417
2026-06-08T15:11:40.503707+00:00,USDK,Orki USD,peggedUSD,crypto-backed,2180.24,0.00,-2.90,-7733.04,0.99967417
2026-06-08T15:11:40.503707+00:00,btcUSD,btcUSD,peggedUSD,crypto-backed,13864.78,0.00,2.01,-12983.45,0.99967417
2026-06-08T15:11:40.503707+00:00,USDR,Rocky USDr,peggedUSD,crypto-backed,1.42,0.00,-0.11,-0.11,0.99967417
2026-06-08T15:11:40.503707+00:00,USDN,Neutrino USD,peggedUSD,algorithmic,6533962.38,-0.00,-0.02,-0.05,0.01597971
2026-06-08T15:11:40.503707+00:00,MUSD,mStable USD,peggedUSD,crypto-backed,3210527.78,0.00,0.00,-1643.06,1.00152523
2026-06-08T15:11:40.503707+00:00,PAI,Parrot USD,peggedUSD,crypto-backed,4223733.37,0.00,-0.00,-0.03,0.00000000
2026-06-08T15:11:40.503707+00:00,USDA,Avalon USDa,peggedUSD,crypto-backed,270844395.32,0.00,0.00,-0.10,0.00000000
2026-06-08T15:11:40.503707+00:00,GHO,GHO,peggedUSD,crypto-backed,583581803.64,0.00,0.00,0.00,0.99928391
2026-06-08T15:11:40.503707+00:00,TUSD,TrueUSD,peggedUSD,fiat-backed,484115210.18,0.00,0.00,0.00,0.99923732
2026-06-08T15:11:40.503707+00:00,GUSD,Gate USD,peggedUSD,fiat-backed,319540106.95,0.00,0.00,149993647.01,0.99856283
2026-06-08T15:11:40.503707+00:00,HUSD,HUSD,peggedUSD,fiat-backed,192313547.98,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,FLEXUSD,flexUSD,peggedUSD,crypto-backed,166296042.83,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,DOLA,Dola,peggedUSD,crypto-backed,90007421.64,0.00,0.00,9447445.40,0.99446794
2026-06-08T15:11:40.503707+00:00,pmUSD,pmUSD,peggedUSD,crypto-backed,68506321.13,0.00,0.00,0.00,0.68368761
2026-06-08T15:11:40.503707+00:00,USP,USP Stablecoin,peggedUSD,crypto-backed,65416566.89,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,BUSD,Binance USD,peggedUSD,fiat-backed,37787894.21,0.00,0.00,-2180658.63,0.99855734
2026-06-08T15:11:40.503707+00:00,BEAN,Bean,peggedUSD,algorithmic,33391303.13,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,USDP,Pax Dollar,peggedUSD,fiat-backed,31929973.78,0.00,0.00,-8608947.67,0.99924725
2026-06-08T15:11:40.503707+00:00,ZeUSD,Zoth ZeUSD,peggedUSD,fiat-backed,27636929.21,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,GYD,Gyroscope GYD,peggedUSD,crypto-backed,26558618.80,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,UTY,XSY UTY,peggedUSD,crypto-backed,20989270.43,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,FUSD,Fantom USD,peggedUSD,crypto-backed,18930825.21,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDS,SpiceUSD,peggedUSD,algorithmic,18041848.07,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,TOR,TOR,peggedUSD,crypto-backed,17070481.49,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,USDR,Real USD,peggedUSD,algorithmic,13954745.03,0.00,0.00,0.00,0.31542501
2026-06-08T15:11:40.503707+00:00,suiUSDe,eSui Dollar,peggedUSD,crypto-backed,13458083.50,0.00,0.00,-410034.69,0.99979417
2026-06-08T15:11:40.503707+00:00,USDCV,USD CoinVertible,peggedUSD,fiat-backed,12590863.99,0.00,0.00,-7560415.81,0.99922417
2026-06-08T15:11:40.503707+00:00,YUSD,YUSD Stablecoin,peggedUSD,crypto-backed,11804166.24,0.00,0.00,9571.07,0.99638591
2026-06-08T15:11:40.503707+00:00,R,R,peggedUSD,crypto-backed,10718689.86,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDQ,Quantoz USDQ,peggedUSD,fiat-backed,8089808.00,0.00,0.00,-44000001.00,0.00000000
2026-06-08T15:11:40.503707+00:00,USDz,Anzen USDz,peggedUSD,fiat-backed,7848971.86,0.00,0.00,-147.24,0.97590810
2026-06-08T15:11:40.503707+00:00,AZND,Mu Digital AZND,peggedUSD,crypto-backed,6562852.85,0.00,0.00,-35988.91,0.99969182
2026-06-08T15:11:40.503707+00:00,HOME,HomeCoin,peggedUSD,crypto-backed,6064855.60,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDU,USDU Finance,peggedUSD,crypto-backed,5051263.43,0.00,0.00,0.00,0.99867581
2026-06-08T15:11:40.503707+00:00,XAI,XAI,peggedUSD,crypto-backed,4856508.98,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDR,StablR USD,peggedUSD,fiat-backed,4072340.77,0.00,0.00,-134976.28,0.60383314
2026-06-08T15:11:40.503707+00:00,USR,Resolv USD,peggedUSD,crypto-backed,3661164.00,-0.00,0.00,-13238473.28,0.36402123
2026-06-08T15:11:40.503707+00:00,PUSD,Palm USD,peggedUSD,fiat-backed,3474972.16,0.00,0.00,499837.08,0.99967417
2026-06-08T15:11:40.503707+00:00,DUSD,DigitalDollar,peggedUSD,fiat-backed,2951361.93,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,aSEED,aUSD Seed,peggedUSD,crypto-backed,2712559.55,0.00,0.00,-1675.19,0.00000000
2026-06-08T15:11:40.503707+00:00,NUSD,Nexus USD,peggedUSD,crypto-backed,2663123.90,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDP,USDP Stablecoin,peggedUSD,crypto-backed,2637651.68,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDW,USDW,peggedUSD,crypto-backed,1444380.96,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USN,USN,peggedUSD,algorithmic,1418637.49,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDM,USDM,peggedUSD,fiat-backed,1394919.88,0.00,0.00,0.00,0.99730641
2026-06-08T15:11:40.503707+00:00,NOTE,Note,peggedUSD,crypto-backed,1192871.85,0.00,0.00,-1369.08,0.99967417
2026-06-08T15:11:40.503707+00:00,zkUSD,zkUSD Dollar,peggedUSD,crypto-backed,1178715.29,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,PINA,Meme Dollar,peggedUSD,algorithmic,913173.26,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,CZUSD,Czodiac USD,peggedUSD,crypto-backed,906327.64,0.00,0.00,37.56,0.99967417
2026-06-08T15:11:40.503707+00:00,ZUSD,ZUSD,peggedUSD,fiat-backed,726611.75,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,eUSD(v2),eUSD (V2),peggedUSD,crypto-backed,652141.43,0.00,0.00,0.00,1.08041309
2026-06-08T15:11:40.503707+00:00,PUSD,Pleasing USD,peggedUSD,crypto-backed,644376.43,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,USDK,USDK,peggedUSD,fiat-backed,488551.76,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDV,Verified USD,peggedUSD,fiat-backed,470400.69,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,zunUSD,Zunami USD,peggedUSD,crypto-backed,303260.99,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,UXD,UXD Stablecoin,peggedUSD,algorithmic,298249.41,0.00,0.00,-0.42,1.00245304
2026-06-08T15:11:40.503707+00:00,bitUSD,bitSmiley USD,peggedUSD,crypto-backed,253420.34,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,mkUSD,mkUSD,peggedUSD,crypto-backed,245974.15,0.00,0.00,0.00,1.00304446
2026-06-08T15:11:40.503707+00:00,USDT+,USDT+,peggedUSD,crypto-backed,240149.24,0.00,0.00,-45.95,1.00649029
2026-06-08T15:11:40.503707+00:00,USDTZ,USDtez,peggedUSD,fiat-backed,234339.76,0.00,0.00,0.00,0.94922325
2026-06-08T15:11:40.503707+00:00,USDCB,USDCB,peggedUSD,fiat-backed,225126.62,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,BAI,BAI Stablecoin,peggedUSD,crypto-backed,208573.82,0.00,0.00,0.00,0.90804863
2026-06-08T15:11:40.503707+00:00,RSV,Reserve,peggedUSD,crypto-backed,206035.52,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,STBL,STBL,peggedUSD,crypto-backed,199915.89,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,USDL,USDLemma,peggedUSD,algorithmic,175058.76,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,SVUSD,Savvy USD,peggedUSD,fiat-backed,173715.68,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDB,USD Balance,peggedUSD,algorithmic,147481.34,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDQ,Quill USD,peggedUSD,crypto-backed,132307.90,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,DUSD,Davos Protocol,peggedUSD,crypto-backed,130267.51,0.00,0.00,-1.66,0.00000000
2026-06-08T15:11:40.503707+00:00,peUSD,peg-eUSD,peggedUSD,crypto-backed,108891.44,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDS,TheStandard USD,peggedUSD,crypto-backed,100771.75,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,USDS,Sable Coin,peggedUSD,crypto-backed,97228.84,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,WEN,Magma Wen,peggedUSD,crypto-backed,83231.45,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,HYDT,HYDT,peggedUSD,algorithmic,79917.76,0.00,0.00,0.00,0.89453351
2026-06-08T15:11:40.503707+00:00,ARUSD,arUSD,peggedUSD,crypto-backed,78346.33,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,CASH,Stabl.fi Cash,peggedUSD,crypto-backed,70522.09,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,MyUSD,Mynth MyUSD,peggedUSD,algorithmic,68548.98,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,csUSDL,Coinshift,peggedUSD,crypto-backed,53284.44,0.00,0.00,-5313.65,1.05626476
2026-06-08T15:11:40.503707+00:00,USDE,XBANKING USDE,peggedUSD,crypto-backed,49147.57,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,USDA+,NonDollar,peggedUSD,crypto-backed,48495.00,0.00,0.00,-3300.29,0.99967417
2026-06-08T15:11:40.503707+00:00,RUSD,Redeemable USD,peggedUSD,fiat-backed,38689.11,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,MOD,Move Dollar,peggedUSD,crypto-backed,38400.40,0.00,0.00,0.00,0.99810083
2026-06-08T15:11:40.503707+00:00,CUSD,Coin98 Dollar,peggedUSD,crypto-backed,37511.38,0.00,0.00,-0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,MONEY,Moremoney USD,peggedUSD,crypto-backed,33536.35,0.00,0.00,0.00,0.97054383
2026-06-08T15:11:40.503707+00:00,KEI,KEI Stablecoin,peggedUSD,crypto-backed,29540.61,0.00,0.00,1435.96,1.00317300
2026-06-08T15:11:40.503707+00:00,clevUSD,CLever USD,peggedUSD,crypto-backed,27108.41,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,eUSD,ARYZE eUSD,peggedUSD,fiat-backed,26708.00,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,BAOUSD,BaoUSD,peggedUSD,crypto-backed,25177.17,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USC,Chi USC,peggedUSD,crypto-backed,22667.19,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,PAUSD,Parallel USD,peggedUSD,crypto-backed,19544.99,0.00,0.00,-9768.41,0.99967417
2026-06-08T15:11:40.503707+00:00,GAI,GAI Stablecoin,peggedUSD,crypto-backed,14294.39,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,ULTRA,PrismaLRT Ultra,peggedUSD,crypto-backed,12910.33,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,MEAD,Mead,peggedUSD,crypto-backed,12874.37,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,DCKUSD,Dackie USD,peggedUSD,algorithmic,11155.18,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,MSD,Arche Protocol MSD,peggedUSD,crypto-backed,10817.53,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,ANONUSD,Offshift anonUSD,peggedUSD,algorithmic,10799.33,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,d2O,Deuterium,peggedUSD,crypto-backed,10204.23,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,FIAT,Fixed Income Asset Token,peggedUSD,crypto-backed,7604.31,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,PUSD,PUSd,peggedUSD,crypto-backed,6643.92,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,JUSD,Jigsaw USD,peggedUSD,crypto-backed,6532.84,0.00,0.00,0.00,1.01617057
2026-06-08T15:11:40.503707+00:00,NEX,Nexus,peggedUSD,algorithmic,5182.41,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,XY,TREN Debt Token,peggedUSD,crypto-backed,4577.68,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,KNOX,KNOX Dollar,peggedUSD,crypto-backed,4469.87,0.00,0.00,-506.92,0.00000000
2026-06-08T15:11:40.503707+00:00,USDI,USDi,peggedUSD,crypto-backed,3741.89,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDaf,Asymmetry USDaf,peggedUSD,crypto-backed,2821.55,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,paraUSD,Parabol USD,peggedUSD,fiat-backed,2032.27,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,USDU,Uncap USD,peggedUSD,crypto-backed,915.49,0.00,0.00,0.00,1.00052532
2026-06-08T15:11:40.503707+00:00,SCB,USD Stable Colb,peggedUSD,fiat-backed,820.97,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,litUSD,litUSD,peggedUSD,fiat-backed,506.77,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,sLSD,PSY,peggedUSD,crypto-backed,403.87,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,CASH,Phase Dollar,peggedUSD,fiat-backed,70.62,0.00,0.00,0.00,0.00000000
2026-06-08T15:11:40.503707+00:00,cUSD,Chad USD,peggedUSD,crypto-backed,50.01,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,USDMO,Monet USDmo,peggedUSD,crypto-backed,1.02,0.00,0.00,0.00,0.99967417
2026-06-08T15:11:40.503707+00:00,DEUSD,Elixir deUSD,peggedUSD,crypto-backed,0.92,0.00,0.00,0.00,0.00000001
