observed_at,chain,token_symbol,migration_status,side,expected_direction,week_change_usd,week_change_pct,start_price,raw_return_1h,raw_return_4h,raw_return_12h,directional_return_1h,directional_return_4h,directional_return_12h,label_status,next_step
2026-06-08T00:43:08.925056+00:00,Ethereum,ETH,chain_stablecoin_flow_reversal_watch,collect_label,-1,-2492385591.75000000,-0.01662633,1702.100000000000,-0.01180894,-0.02702544,,0.01180894,0.02702544,,labeled_4h_pending_12h,wait for ETH 12h label before promotion
2026-06-08T00:43:08.925056+00:00,Arbitrum,ARB,chain_stablecoin_context_watch,collect_label,-1,-72009905.43000001,-0.01891771,0.083480000000,-0.01557259,-0.02647341,,0.01557259,0.02647341,,labeled_4h_pending_12h,wait for ARB 12h label before promotion
2026-06-08T00:43:08.925056+00:00,Hyperliquid L1,HYPE,chain_stablecoin_flow_reversal_watch,collect_label,-1,-107642294.95000000,-0.01651572,61.764000000000,-0.03014701,-0.02111262,,0.03014701,0.02111262,,labeled_4h_pending_12h,wait for HYPE 12h label before promotion
2026-06-08T00:43:08.925056+00:00,Polygon,POL,paper_chain_stablecoin_outflow_watch,short_chain_beta_or_reduce_exposure,-1,-129167095.26000001,-0.03542402,0.079968000000,-0.01031663,-0.01461835,,0.01031663,0.01461835,,labeled_4h_pending_12h,wait for POL 12h label before promotion
2026-06-08T00:43:08.925056+00:00,Tron,TRX,chain_stablecoin_flow_reversal_watch,collect_label,-1,-562996903.11000001,-0.00625425,0.326980000000,-0.00284421,0.00015291,,0.00284421,-0.00015291,,labeled_4h_pending_12h,wait for TRX 12h label before promotion
2026-06-08T00:43:08.925056+00:00,Solana,SOL,paper_chain_stablecoin_inflow_watch,long_chain_beta_or_activity,1,617116794.50000000,0.05073190,66.749000000000,-0.01238970,-0.02024000,,-0.01238970,-0.02024000,,labeled_4h_pending_12h,wait for SOL 12h label before promotion
