timestamp,asset_id,asset,source_status,total_holdings,total_value_usd,market_cap_dominance,top_holder_name,top_holder_symbol,top_holder_holdings,top_holder_supply_pct,annualized_funding,open_interest_notional,day_notional_volume,action,side,score,reason,next_step
2026-06-08T19:53:59.161610+00:00,ethereum,ETH,source_ok,7555329.90587600,12752034540.70,6.26000000,BitMine Immersion,BMNR.US,5543872.00000000,4.59400000,-0.13751623,1131890885.36,1210619615.23,public_treasury_accumulation_vs_short_perp_watch,long_eth,85.84503246,large public treasury concentration overlaps with short-perp funding,label ETH 4h/24h/5d outcomes when treasury concentration overlaps negative perp funding
2026-06-08T19:53:59.161610+00:00,bitcoin,BTC,source_ok,1277540.33138047,81088031480.85,6.08000000,Strategy,MSTR.US,845256.00000000,4.02500000,0.10599600,1960071143.87,3349751910.35,public_treasury_concentration_watch,btc_structural_demand_context,81.13699200,public treasury holdings are material but current perp positioning is not a clean divergence,"join BTC treasury concentration to equity proxy, issuance news, funding, and forward returns"
