asset,etf_action,latest_date,latest_flow_btc,rolling_5d_flow_btc,annualized_funding,open_interest_notional,day_notional_volume,action,score
BTC,btc_etf_outflow_context,2026-06-05,-220.00000000,-37984.00000000,0.10950000,1930148298.99396014,3327338376.71779060,etf_outflow_vs_long_perp_divergence_watch,28.04842110
