timestamp,category_id,category_name,category_action,category_change_24h,coin_id,symbol,coin_name,coin_market_cap,coin_volume_24h,direction,raw_return_15m,raw_return_1h,directional_return_15m,directional_return_1h,label_status,score
2026-06-08T12:37:00.058573+00:00,gaming,Gaming (GameFi),sector_momentum_watch,19.45745825,floki,FLOKI,FLOKI,240298972.0000,22814106.0000,1,,,,,not_hyperliquid,23.28902011
2026-06-08T12:37:00.058573+00:00,sticker-themed-coin,Sticker-Themed Coins,sector_momentum_watch,20.03553762,utya,UTYA,Utya,21761841.0000,533970.0000,1,,,,,not_hyperliquid,22.67502007
2026-06-08T12:37:00.058573+00:00,sticker-themed-coin,Sticker-Themed Coins,sector_momentum_watch,20.03553762,paper-plane,PLANE,Paper Plane,320062.0000,652.5600,1,,,,,not_hyperliquid,22.65357829
2026-06-08T12:37:00.058573+00:00,sticker-themed-coin,Sticker-Themed Coins,sector_momentum_watch,20.03553762,cubigator,CUB,Cubigator,47037.0000,20.0800,1,,,,,not_hyperliquid,22.65330527
2026-06-08T12:37:00.058573+00:00,buidlpad-launchpad,Buidlpad Launchpad,sector_momentum_watch,18.68042346,falcon-finance-ff,FF,Falcon Finance,263532800.0000,10715445.0000,1,,,,,not_hyperliquid,22.06293551
2026-06-08T12:37:00.058573+00:00,buidlpad-launchpad,Buidlpad Launchpad,sector_momentum_watch,18.68042346,sahara-ai,SAHARA,Sahara AI,130081991.0000,79585159.0000,1,,,,,not_hyperliquid,21.92948470
2026-06-08T12:37:00.058573+00:00,yield-tokenization-product,Yield Tokenization Product,sector_momentum_watch,19.65846841,main-street-yield,MSY,Main Street Yield,75326926.0000,4.7500,1,,,,,not_hyperliquid,21.89758472
2026-06-08T12:37:00.058573+00:00,buidlpad-launchpad,Buidlpad Launchpad,sector_momentum_watch,18.68042346,lombard-protocol,BARD,Lombard,52619426.0000,3773935.0000,1,,,,,not_hyperliquid,21.85202214
2026-06-08T12:37:00.058573+00:00,yield-tokenization-product,Yield Tokenization Product,sector_momentum_watch,19.65846841,nest-alpha-vault,NALPHA,Nest Alpha Vault,7235632.0000,501.5500,1,,,,,not_hyperliquid,21.82949342
2026-06-08T12:37:00.058573+00:00,yield-tokenization-product,Yield Tokenization Product,sector_momentum_watch,19.65846841,portfolio-of-risk-adjusted-investment-strategy-mix,PRISM,Portfolio of Risk-adjusted Investment Strategy Mix,0.0000,915.2700,1,,,,,not_hyperliquid,21.82225779
2026-06-08T12:37:00.058573+00:00,zero-knowledge-zk,Zero Knowledge (ZK),sector_momentum_watch,12.13939119,zcash,ZEC,Zcash,7046075468.0000,1068890778.0000,1,,,,,tradable_pending_label,21.52998438
2026-06-08T12:37:00.058573+00:00,non-fungible-tokens-nft,NFT,sector_momentum_watch,16.22137402,audiera,BEAT,Audiera,1238060163.0000,91448476.0000,1,,,,,not_hyperliquid,20.48757403
2026-06-08T12:37:00.058573+00:00,non-fungible-tokens-nft,NFT,sector_momentum_watch,16.22137402,render-token,RENDER,Render,868616905.0000,63977578.0000,1,,,,,tradable_pending_label,20.11813077
2026-06-08T12:37:00.058573+00:00,privacy-coins,Privacy Coins,sector_momentum_watch,10.85030062,zcash,ZEC,Zcash,7046075468.0000,1068890778.0000,1,,,,,tradable_pending_label,19.97749440
2026-06-08T12:37:00.058573+00:00,non-fungible-tokens-nft,NFT,sector_momentum_watch,16.22137402,fetch-ai,FET,Artificial Superintelligence Alliance,480037694.0000,96192644.0000,1,,,,,tradable_pending_label,19.72955156
2026-06-08T12:37:00.058573+00:00,mev-protection,MEV Protection,sector_momentum_watch,16.77060569,gnosis,GNO,Gnosis,254741657.0000,1372841.0000,1,,,,,not_hyperliquid,19.70355314
2026-06-08T12:37:00.058573+00:00,mev-protection,MEV Protection,sector_momentum_watch,16.77060569,railgun,RAIL,Railgun,189607094.0000,1467476.0000,1,,,,,not_hyperliquid,19.63841857
2026-06-08T12:37:00.058573+00:00,mev-protection,MEV Protection,sector_momentum_watch,16.77060569,cow-protocol,COW,CoW Protocol,81873205.0000,4338180.0000,1,,,,,not_hyperliquid,19.53068469
2026-06-08T12:37:00.058573+00:00,virtual-reality,Virtual Reality,sector_momentum_watch,16.97762126,paal-ai,PAAL,PAAL AI,6275741.0000,378556.0000,1,,,,,not_hyperliquid,19.16057823
2026-06-08T12:37:00.058573+00:00,virtual-reality,Virtual Reality,sector_momentum_watch,16.97762126,ceek,CEEK,CEEK Smart VR,2408106.0000,148464.0000,1,,,,,not_hyperliquid,19.15671060
2026-06-08T12:37:00.058573+00:00,virtual-reality,Virtual Reality,sector_momentum_watch,16.97762126,somnium-space-cubes,CUBE,Somnium Space CUBEs,2000824.0000,23.3400,1,,,,,not_hyperliquid,19.15630331
2026-06-08T12:37:00.058573+00:00,privacy-coins,Privacy Coins,sector_momentum_watch,10.85030062,monero,XMR,Monero,5872047550.0000,105484491.0000,1,,,,,tradable_pending_label,18.80346648
2026-06-08T12:37:00.058573+00:00,data-availability,Data Availability,sector_momentum_watch,13.14917362,near,NEAR,NEAR Protocol,2794075660.0000,665480798.0000,1,,,,,tradable_pending_label,18.36906932
2026-06-08T12:37:00.058573+00:00,quantum-resistant,Quantum-Resistant,sector_momentum_watch,13.99295396,algorand,ALGO,Algorand,839675355.0000,29226778.0000,1,,,,,tradable_pending_label,17.48825860
