generated_at,venue,asset,side,target_notional,best_bid,best_ask,mid_price,top_level_notional,filled_notional,average_fill_price,slippage_bps,levels_consumed,fully_filled,combined_taker_slippage_bps,notes
2026-06-07T12:11:18.145192+00:00,OkxSwap,BTC,buy,995.58645,62279,62279.1,62279.05,275099.24052,995.58645,62279.1,0.00802838,1,True,0.08829551,paper size fits inside the top visible level on both venues
2026-06-07T12:11:18.145192+00:00,HlPerp,BTC,sell,999.969535,62292,62293,62292.5,288224.46108,999.969535,62292,0.08026713,1,True,0.08829551,paper size fits inside the top visible level on both venues
