generated_at,asset,paper_notional,okx_inst_id,okx_contracts,okx_contracts_rounded,okx_notional_rounded,okx_min_size,okx_lot_size,okx_tick_size,okx_max_leverage,hl_size,hl_size_rounded,hl_notional_rounded,hl_size_decimals,hl_max_leverage,hl_day_notional_volume,okx_size_valid,hl_size_valid,notes
2026-06-08T00:31:02.820019+00:00,MON,1000,MON-USDT-SWAP,4457.321149988856697125027858,4457,999.92795,1,1,0.00001,50,44573.21149988856697125027858,44573,999.995255,0,5,4107191.5541219986,True,True,Public instrument constraints allow the paper size shape
