generated_at,asset,okx_inst_id,okx_funding_rate,okx_settled_funding_rate,okx_first_funding_time,okx_next_funding_time,okx_interval_hours,hl_funding_rate,hl_first_funding_time,hl_interval_hours,first_event_gap_hours,okx_events_8h,hl_events_8h,okx_events_24h,hl_events_24h,okx_long_expected_rate_per_event,hl_short_expected_rate_per_event,notes
2026-06-07T12:04:00.737526+00:00,BTC,BTC-USDT-SWAP,-0.000017878722904,-0.0000781048412537,2026-06-07T16:00:00+00:00,2026-06-08T00:00:00+00:00,8,0.0000125,2026-06-07T13:00:00+00:00,1,3,1,8,3,24,0.000017878722904,0.0000125,Current signs match the paper direction: long OKX and short Hyperliquid both expect funding income
