sample_index,timestamp,source,action,asset,long_venue,short_venue,annualized_edge,net_8h_proxy,net_24h_proxy,liquidity_proxy,friction_proxy,reason
4,2026-06-07T14:35:57.323432+00:00,hl_single_venue,current_funding_monitor,SAGA,HlPerp,cash_or_spot_proxy,1.25870688,,,186221.66268500,0.00217865,long_perp_receives_funding
4,2026-06-07T14:35:57.323432+00:00,predicted_cross_venue,current_funding_monitor,kNEIRO,HlPerp,BybitPerp,1.23502948,,,291316.24888400,0.00124224,Hyperliquid context available
4,2026-06-07T14:35:57.323432+00:00,hl_single_venue,current_funding_monitor,kNEIRO,HlPerp,cash_or_spot_proxy,1.12229178,,,291316.24888400,0.00108729,long_perp_receives_funding
4,2026-06-07T14:35:57.323432+00:00,predicted_cross_venue,current_funding_monitor,ZEC,BybitPerp,HlPerp,1.00727517,,,335598950.72489953,0.00029341,Hyperliquid context available
4,2026-06-07T14:35:57.323432+00:00,predicted_cross_venue,current_funding_monitor,WLD,BinPerp,HlPerp,0.98816085,,,48574410.58434400,0.00174851,Hyperliquid context available
4,2026-06-07T14:35:57.323432+00:00,predicted_cross_venue,current_funding_monitor,AIXBT,HlPerp,BinPerp,0.97170738,,,269238.29715500,0.00299823,Hyperliquid context available
4,2026-06-07T14:35:57.323432+00:00,predicted_cross_venue,current_funding_monitor,SNX,HlPerp,BinPerp,0.91437844,,,248782.76164900,0.00205727,Hyperliquid context available
4,2026-06-07T14:35:57.323432+00:00,hl_single_venue,current_funding_monitor,SNX,HlPerp,cash_or_spot_proxy,0.91163393,,,248782.76164900,0.00205719,long_perp_receives_funding
4,2026-06-07T14:35:57.323432+00:00,hl_single_venue,current_funding_monitor,AIXBT,HlPerp,cash_or_spot_proxy,0.86926969,,,269254.22143100,0.00349889,long_perp_receives_funding
4,2026-06-07T14:35:57.323432+00:00,okx_hl_current,paper_24h_monitor,WLD,OkxSwap,HlPerp,0.83420387,-0.00094449,0.00057917,485744.59731208,0.00170632,OKX and Hyperliquid context available
4,2026-06-07T14:35:57.323432+00:00,hl_single_venue,current_funding_monitor,BABY,HlPerp,cash_or_spot_proxy,0.81867544,,,1735950.30579400,0.00225023,long_perp_receives_funding
4,2026-06-07T14:35:57.323432+00:00,hl_single_venue,current_funding_monitor,MON,HlPerp,cash_or_spot_proxy,0.73564290,,,2410095.20322300,0.00181248,long_perp_receives_funding
4,2026-06-07T14:35:57.323432+00:00,hl_single_venue,current_funding_monitor,MORPHO,HlPerp,cash_or_spot_proxy,0.73058750,,,801456.48026000,0.00312618,long_perp_receives_funding
4,2026-06-07T14:35:57.323432+00:00,hl_single_venue,current_funding_monitor,BIO,HlPerp,cash_or_spot_proxy,0.70632668,,,627946.82916100,0.00166880,long_perp_receives_funding
4,2026-06-07T14:35:57.323432+00:00,predicted_cross_venue,current_funding_monitor,0G,HlPerp,BybitPerp,0.63753528,,,163345.84976000,0.00154894,Hyperliquid context available
4,2026-06-07T14:35:57.323432+00:00,predicted_cross_venue,current_funding_monitor,BSV,HlPerp,BybitPerp,0.63556253,,,203283.06753000,0.00348057,Hyperliquid context available
4,2026-06-07T14:35:57.323432+00:00,predicted_cross_venue,current_funding_monitor,POPCAT,HlPerp,BybitPerp,0.60384344,,,460229.49066100,0.00173167,Hyperliquid context available
4,2026-06-07T14:35:57.323432+00:00,hl_single_venue,current_funding_monitor,POPCAT,HlPerp,cash_or_spot_proxy,0.59955104,,,460229.49066100,0.00163443,long_perp_receives_funding
4,2026-06-07T14:35:57.323432+00:00,predicted_cross_venue,current_funding_monitor,PROVE,HlPerp,BinPerp,0.59593229,,,135726.64036000,0.00221998,Hyperliquid context available
4,2026-06-07T14:35:57.323432+00:00,hl_single_venue,current_funding_monitor,ZEC,HlPerp,cash_or_spot_proxy,0.59317376,,,337142374.28489959,0.00160042,long_perp_receives_funding
4,2026-06-07T14:35:57.323432+00:00,predicted_cross_venue,current_funding_monitor,MORPHO,HlPerp,BinPerp,0.58860017,,,801456.48026000,0.00284476,Hyperliquid context available
4,2026-06-07T14:35:57.323432+00:00,hl_single_venue,current_funding_monitor,SEI,HlPerp,cash_or_spot_proxy,0.58808683,,,914445.94928600,0.00134339,long_perp_receives_funding
5,2026-06-07T14:36:17.871143+00:00,predicted_cross_venue,current_funding_monitor,STABLE,BybitPerp,HlPerp,2.16411683,,,1177499.19138700,0.00271338,Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,okx_hl_current,paper_24h_monitor,STABLE,OkxSwap,HlPerp,1.93245508,-0.00124388,0.00228572,11774.99191387,0.00300867,OKX and Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,predicted_cross_venue,current_funding_monitor,SAGA,HlPerp,BybitPerp,1.37261316,,,186221.66268500,0.00217865,Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,hl_single_venue,current_funding_monitor,SAGA,HlPerp,cash_or_spot_proxy,1.25670434,,,186221.66268500,0.00217865,long_perp_receives_funding
5,2026-06-07T14:36:17.871143+00:00,predicted_cross_venue,current_funding_monitor,kNEIRO,HlPerp,BybitPerp,1.23502948,,,291316.24888400,0.00093139,Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,hl_single_venue,current_funding_monitor,kNEIRO,HlPerp,cash_or_spot_proxy,1.11750532,,,291316.24888400,0.00108611,long_perp_receives_funding
5,2026-06-07T14:36:17.871143+00:00,predicted_cross_venue,current_funding_monitor,ZEC,BybitPerp,HlPerp,1.00727517,,,339984068.79929966,0.00154259,Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,predicted_cross_venue,current_funding_monitor,WLD,BinPerp,HlPerp,0.98816085,,,48579979.99364801,0.00110881,Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,predicted_cross_venue,current_funding_monitor,AIXBT,HlPerp,BinPerp,0.97170738,,,269306.21015100,0.00368031,Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,predicted_cross_venue,current_funding_monitor,SNX,HlPerp,BinPerp,0.91437844,,,248782.76164900,0.00205727,Hyperliquid context available
