ticket_id,opened_at,rank,opportunity,probe_type,status,side,asset,venue,candidate_size_usd,observation_horizon,checkpoints,entry_mark,entry_source,decision,required_record,next_step
ofi-repeat-01-bnb-short,2026-06-08T22:25:55+00:00,1,ofi_execution_survival_repeat:broad-fill-audit-bnb-short-50bps-stop:15m:ofi-paper-03-bnb-short,ofi_execution_survival_repeat,fresh_repeat_after_ofi_fill_audit_win,short,BNB,,100,5m/15m,"5m,15m",606.500000000000,hl_execution_context,paper_short,"fresh 5m/15m mark move, cost, stop status, queue/cancel note, adverse selection",repeat OFI BNB paper_short after 15m fill-audit win; require another cost and stop-surviving label
ofi-repeat-02-sui-short,2026-06-08T22:25:55+00:00,2,ofi_execution_survival_repeat:broad-fill-audit-sui-short-50bps-stop:15m:ofi-paper-02-sui-short,ofi_execution_survival_repeat,fresh_repeat_after_ofi_fill_audit_win,short,SUI,,100,5m/15m,"5m,15m",0.761320000000,hl_execution_context,paper_short,"fresh 5m/15m mark move, cost, stop status, queue/cancel note, adverse selection",repeat OFI SUI paper_short after 15m fill-audit win; require another cost and stop-surviving label
ofi-repeat-03-eth-short,2026-06-08T22:25:55+00:00,3,ofi_execution_survival_repeat:broad-fill-audit-eth-short-50bps-stop:15m:ofi-paper-01-eth-short,ofi_execution_survival_repeat,fresh_repeat_after_ofi_fill_audit_win,short,ETH,,100,5m/15m,"5m,15m",1695.200000000000,hl_execution_context,paper_short,"fresh 5m/15m mark move, cost, stop status, queue/cancel note, adverse selection",repeat OFI ETH paper_short after 15m fill-audit win; require another cost and stop-surviving label
