ticket_id,opened_at,source_ticket_id,opportunity,asset,venue,decision,side,entry_mark,entry_source,candidate_size_usd,stop_bps,audit_horizons,prior_net_after_cost_bps,required_record,next_step
broad-fill-audit-sui-short-50bps-stop,2026-06-08T22:32:16+00:00,ofi-repeat-02-sui-short,ofi_execution_survival_repeat:broad-fill-audit-sui-short-50bps-stop:15m:ofi-paper-02-sui-short,SUI,,paper_short,short,0.758900000000,hl_execution_context,100,50.00,"15m,1h",23.78011028,"fresh entry, public 1m path, stop hit status, adverse excursion, funding and fill notes",audit fresh SUI paper_short path with 50bps stop before any promotion
broad-fill-audit-bnb-short-50bps-stop,2026-06-08T22:32:16+00:00,ofi-repeat-01-bnb-short,ofi_execution_survival_repeat:broad-fill-audit-bnb-short-50bps-stop:15m:ofi-paper-03-bnb-short,BNB,,paper_short,short,605.240000000000,hl_execution_context,100,50.00,"15m,1h",11.19540683,"fresh entry, public 1m path, stop hit status, adverse excursion, funding and fill notes",audit fresh BNB paper_short path with 50bps stop before any promotion
broad-fill-audit-eth-short-50bps-stop,2026-06-08T22:32:16+00:00,ofi-repeat-03-eth-short,ofi_execution_survival_repeat:broad-fill-audit-eth-short-50bps-stop:15m:ofi-paper-01-eth-short,ETH,,paper_short,short,1692.600000000000,hl_execution_context,100,50.00,"15m,1h",6.61018515,"fresh entry, public 1m path, stop hit status, adverse excursion, funding and fill notes",audit fresh ETH paper_short path with 50bps stop before any promotion
