ticket_id,opened_at,checked_at,horizon,checkpoint_status,outcome,asset,venue,decision,side,entry_mark,stop_bps,first_candle_at,last_candle_at,candle_count,max_favorable_bps,max_adverse_bps,close_return_bps,stop_status,evidence,next_step
broad-fill-audit-sui-short-50bps-stop,2026-06-08T22:32:16+00:00,2026-06-08T22:32:17+00:00,15m,pending,pending,SUI,,paper_short,short,0.758900000000,50.00,,,0,0.00000000,0.00000000,0.00000000,not_checked,waiting for first public 1m candle,wait for 15m fill-audit checkpoint for SUI
broad-fill-audit-sui-short-50bps-stop,2026-06-08T22:32:16+00:00,2026-06-08T22:32:17+00:00,1h,pending,pending,SUI,,paper_short,short,0.758900000000,50.00,,,0,0.00000000,0.00000000,0.00000000,not_checked,waiting for first public 1m candle,wait for 1h fill-audit checkpoint for SUI
broad-fill-audit-bnb-short-50bps-stop,2026-06-08T22:32:16+00:00,2026-06-08T22:32:17+00:00,15m,pending,pending,BNB,,paper_short,short,605.240000000000,50.00,,,0,0.00000000,0.00000000,0.00000000,not_checked,waiting for first public 1m candle,wait for 15m fill-audit checkpoint for BNB
broad-fill-audit-bnb-short-50bps-stop,2026-06-08T22:32:16+00:00,2026-06-08T22:32:17+00:00,1h,pending,pending,BNB,,paper_short,short,605.240000000000,50.00,,,0,0.00000000,0.00000000,0.00000000,not_checked,waiting for first public 1m candle,wait for 1h fill-audit checkpoint for BNB
broad-fill-audit-eth-short-50bps-stop,2026-06-08T22:32:16+00:00,2026-06-08T22:32:17+00:00,15m,pending,pending,ETH,,paper_short,short,1692.600000000000,50.00,,,0,0.00000000,0.00000000,0.00000000,not_checked,waiting for first public 1m candle,wait for 15m fill-audit checkpoint for ETH
broad-fill-audit-eth-short-50bps-stop,2026-06-08T22:32:16+00:00,2026-06-08T22:32:17+00:00,1h,pending,pending,ETH,,paper_short,short,1692.600000000000,50.00,,,0,0.00000000,0.00000000,0.00000000,not_checked,waiting for first public 1m candle,wait for 1h fill-audit checkpoint for ETH
