ticket_id,opened_at,source_ticket_id,opportunity,asset,venue,decision,side,entry_mark,entry_source,candidate_size_usd,stop_bps,audit_horizons,prior_net_after_cost_bps,required_record,next_step
broad-fill-audit-eth-short-50bps-stop,2026-06-08T22:08:41+00:00,ofi-paper-01-eth-short,ofi_execution_survival:imbalance_1pct/bottom_20/paper_short:short_horizon_maker_probe_only,ETH,,paper_short,short,1695.200000000000,hl_execution_context,100,50.00,"15m,1h",87.67653129,"fresh entry, public 1m path, stop hit status, adverse excursion, funding and fill notes",audit fresh ETH paper_short path with 50bps stop before any promotion
broad-fill-audit-sui-short-50bps-stop,2026-06-08T22:08:41+00:00,ofi-paper-02-sui-short,ofi_execution_survival:imbalance_1pct/bottom_20/paper_short:short_horizon_maker_probe_only,SUI,,paper_short,short,0.761320000000,hl_execution_context,100,50.00,"15m,1h",74.68309117,"fresh entry, public 1m path, stop hit status, adverse excursion, funding and fill notes",audit fresh SUI paper_short path with 50bps stop before any promotion
broad-fill-audit-bnb-short-50bps-stop,2026-06-08T22:08:41+00:00,ofi-paper-03-bnb-short,ofi_execution_survival:imbalance_1pct/bottom_20/paper_short:short_horizon_maker_probe_only,BNB,,paper_short,short,606.500000000000,hl_execution_context,100,50.00,"15m,1h",41.57261603,"fresh entry, public 1m path, stop hit status, adverse excursion, funding and fill notes",audit fresh BNB paper_short path with 50bps stop before any promotion
