priority,ticket_id,action,asset,opportunity,decision,directional_return_bps,outcome,reason,next_step
40.00000000,ofi-paper-01-eth-short,keep_observing_quote,ETH,ofi_execution_survival:imbalance_1pct/bottom_20/paper_short:short_horizon_maker_probe_only,paper_short,-0.00000000,paper_mark_flat,paper mark has not moved,keep observing until quote moves or external evidence changes
40.00000000,ofi-paper-02-sui-short,keep_observing_quote,SUI,ofi_execution_survival:imbalance_1pct/bottom_20/paper_short:short_horizon_maker_probe_only,paper_short,-0.00000000,paper_mark_flat,paper mark has not moved,keep observing until quote moves or external evidence changes
40.00000000,ofi-paper-03-bnb-short,keep_observing_quote,BNB,ofi_execution_survival:imbalance_1pct/bottom_20/paper_short:short_horizon_maker_probe_only,paper_short,-0.00000000,paper_mark_flat,paper mark has not moved,keep observing until quote moves or external evidence changes
