timestamp,close,volume,funding_rate,open_interest
2024-01-01T00:00:00+00:00,2352.327880859375,6906765990.0,,
2024-01-02T00:00:00+00:00,2355.83642578125,12910543630.0,,6250.0
2024-01-03T00:00:00+00:00,2210.761962890625,19332933581.0,,
2024-01-04T00:00:00+00:00,2269.0380859375,11044564896.0,,
2024-01-05T00:00:00+00:00,2268.647216796875,10860953290.0,,
2024-01-06T00:00:00+00:00,2241.624755859375,5970741680.0,,
2024-01-07T00:00:00+00:00,2222.865966796875,6490053615.0,,
2024-01-08T00:00:00+00:00,2333.03271484375,13830287095.0,,
2024-01-09T00:00:00+00:00,2344.8271484375,14891130716.0,,6672.0
2024-01-10T00:00:00+00:00,2582.103515625,29042100476.0,,
2024-01-11T00:00:00+00:00,2619.619140625,22575246883.0,,
2024-01-12T00:00:00+00:00,2524.460205078125,23623839263.0,,
2024-01-13T00:00:00+00:00,2576.597900390625,12250316867.0,,
2024-01-14T00:00:00+00:00,2472.2412109375,9405587417.0,,
2024-01-15T00:00:00+00:00,2511.36376953125,9700630000.0,,
2024-01-16T00:00:00+00:00,2587.691162109375,11063317095.0,,7487.0
2024-01-17T00:00:00+00:00,2528.369384765625,10441017520.0,,
2024-01-18T00:00:00+00:00,2467.018798828125,11900028080.0,,
2024-01-19T00:00:00+00:00,2489.49853515625,11405278376.0,,
2024-01-20T00:00:00+00:00,2469.589111328125,5297826161.0,,
2024-01-21T00:00:00+00:00,2453.9130859375,4578471955.0,,
2024-01-22T00:00:00+00:00,2310.826416015625,13923771728.0,,
2024-01-23T00:00:00+00:00,2240.68603515625,16182147521.0,,6916.0
2024-01-24T00:00:00+00:00,2233.561767578125,10134722960.0,,
2024-01-25T00:00:00+00:00,2217.710205078125,9302247037.0,,
2024-01-26T00:00:00+00:00,2267.19970703125,9975117607.0,,
2024-01-27T00:00:00+00:00,2267.885986328125,5144367230.0,,
2024-01-28T00:00:00+00:00,2257.208740234375,7296214994.0,,
2024-01-29T00:00:00+00:00,2317.064208984375,8948195551.0,,
2024-01-30T00:00:00+00:00,2344.49365234375,10173440062.0,,5968.0
2024-01-31T00:00:00+00:00,2282.54443359375,10807883277.0,,
2024-02-01T00:00:00+00:00,2303.82470703125,8895583113.0,,
2024-02-02T00:00:00+00:00,2308.0380859375,7186143091.0,,
2024-02-03T00:00:00+00:00,2296.038330078125,4647754021.0,,
2024-02-04T00:00:00+00:00,2289.546142578125,5438100035.0,,
2024-02-05T00:00:00+00:00,2298.888916015625,7277068110.0,,
2024-02-06T00:00:00+00:00,2372.201904296875,9520885493.0,,6634.0
2024-02-07T00:00:00+00:00,2423.7451171875,9660628536.0,,
