date,symbol,metrics_rows,premium_rows,close,oi_value_change,next_return,mean_open_interest_value,mean_count_top_long_short_ratio,mean_sum_top_long_short_ratio,mean_count_long_short_ratio,mean_sum_taker_long_short_vol_ratio,mean_premium_close,max_abs_premium_close
2024-01-23,BTCUSDT,288,1440,39890.00000000,-0.03140007,0.004730508899,3027104405.25011349,2.24400183,1.32932857,2.44345294,1.06894744,-0.000061743181,0.000948850000
2024-01-23,DOGEUSDT,288,1440,0.07817000,-0.10882711,0.011129589357,130802627.46833622,4.64213371,2.90174854,4.89404597,1.04053174,-0.000015721007,0.001711600000
2024-01-23,ETHUSDT,288,1440,2241.67000000,-0.09082484,-0.003144976736,2053818349.66923642,2.74651517,1.99472169,2.79703104,1.03412272,-0.000119057507,0.001729810000
2024-01-23,LINKUSDT,288,1440,14.29200000,-0.07714517,-0.003848306745,89856970.97131784,2.08347061,1.78188810,2.23677818,1.00403888,-0.000025666528,0.001591800000
2024-01-23,SOLUSDT,288,1440,84.32500000,-0.04803012,0.052404387785,445522615.46978462,3.18455178,2.13367995,3.56802050,1.03964739,0.000044276014,0.002128150000
2024-01-23,XRPUSDT,288,1440,0.51800000,-0.06898606,0.000193050193,140885574.25658706,4.43249569,1.82520677,5.01025055,0.99706282,-0.000200458347,0.001420620000
2024-01-24,AVAXUSDT,288,1440,31.17900000,0.02048531,-0.021456749735,79084588.26283816,2.32337997,1.15726457,2.51762469,1.03065780,-0.000293274229,0.001393900000
2024-01-24,BTCUSDT,288,1440,40078.70000000,0.00318367,-0.003128843999,3036741694.05568552,2.12185200,1.39130205,2.18092509,1.09748799,-0.000175229889,0.000998300000
2024-01-24,DOGEUSDT,288,1440,0.07904000,-0.02821539,-0.014043522267,127111980.29129834,3.76575720,2.75360505,4.04049583,1.11847533,-0.000133163347,0.001230580000
2024-01-24,ETHUSDT,288,1440,2234.62000000,-0.07182905,-0.007428556086,1906294519.09177470,2.83776834,1.90331295,2.83019106,1.10316713,-0.000251692132,0.000886720000
2024-01-24,LINKUSDT,288,1440,14.23700000,-0.08148870,-0.034838800309,82534642.87032883,1.93775227,1.74249466,2.08553859,1.05527680,-0.000146500271,0.001364580000
2024-01-24,SOLUSDT,288,1440,88.74400000,0.02780800,-0.020936626702,457911707.40181470,2.86630845,2.07171264,2.99200195,1.03075081,-0.000215097153,0.001226580000
2024-01-24,XRPUSDT,288,1440,0.51810000,-0.01912515,-0.008299556070,138191116.36723572,4.11954885,1.57297330,4.64087558,1.08031568,-0.000137659389,0.000771440000
2024-01-25,AVAXUSDT,288,1440,30.51000000,0.01326598,0.056997705670,80133723.11038113,2.27001496,1.16109875,2.39976249,1.02026914,-0.000156007347,0.002007840000
2024-01-25,BTCUSDT,288,1440,39953.30000000,0.02288187,0.046381650577,3106228024.85362434,2.06964067,1.39605702,2.02320228,1.12975241,-0.000208704194,0.001035580000
2024-01-25,DOGEUSDT,288,1440,0.07793000,-0.01561997,0.024509174901,125126495.36518295,4.02414607,2.90712577,4.36538862,1.06652194,-0.000081964653,0.001169630000
2024-01-25,ETHUSDT,288,1440,2218.02000000,0.00628674,0.021956519779,1918278902.98202991,2.90147529,1.85159420,2.88930174,1.11570254,-0.000264268896,0.001654800000
2024-01-25,LINKUSDT,288,1440,13.74100000,-0.02903433,0.032239283895,80138304.64048856,2.05760537,1.61913378,2.31548817,1.07758554,-0.000293215292,0.001452360000
2024-01-25,SOLUSDT,288,1440,86.88600000,0.02630981,0.061862670626,469959275.57757485,2.69282139,2.04998314,2.57145744,1.05139681,-0.000134555042,0.001977410000
2024-01-25,XRPUSDT,288,1440,0.51380000,0.01203675,0.035422343324,139854488.04457217,4.25529643,1.58382785,4.63459208,1.08947999,-0.000063404229,0.000788280000
2024-01-26,AVAXUSDT,288,1440,32.24900000,-0.00572666,0.031225774443,79674824.70154220,2.27702800,1.15558683,2.42437624,1.06286725,-0.000312330056,0.001462330000
2024-01-26,BTCUSDT,288,1440,41806.40000000,0.04249726,0.007075471698,3238234191.96657038,1.76034500,1.33504801,1.75387050,1.10175186,-0.000371575278,0.002543460000
2024-01-26,DOGEUSDT,288,1440,0.07984000,0.00679177,0.003256513026,125976326.28925124,3.48468507,3.00349544,4.05922678,1.07557262,-0.000211823611,0.001516810000
2024-01-26,ETHUSDT,288,1440,2266.72000000,0.01575817,0.000119114844,1948507469.10643387,2.68700165,1.78979623,2.67340678,1.13379492,-0.000349325868,0.000927440000
2024-01-26,LINKUSDT,288,1440,14.18400000,0.00218456,0.010857304005,80313371.79418708,1.90769782,1.51169962,2.28062482,1.10508962,-0.000360190333,0.001270050000
2024-01-26,SOLUSDT,288,1440,92.26100000,0.02401055,0.021428339168,481243257.97468472,2.40442683,2.08213898,2.32256414,1.05715783,-0.000290774917,0.001341300000
2024-01-26,XRPUSDT,288,1440,0.53200000,0.04933889,-0.003571428571,146754753.42500880,3.88268587,1.61503718,4.33240337,1.09579841,-0.000197305549,0.000885750000
2024-01-27,AVAXUSDT,288,1440,33.25600000,-0.00706229,0.047029107529,79112138.37941405,2.57091904,1.14838610,2.65834110,1.05249754,-0.000387038660,0.001330010000
2024-01-27,BTCUSDT,288,1440,42102.20000000,0.01613750,-0.001923889963,3290491184.13992405,1.65874456,1.30580169,1.54334114,1.08793349,-0.000357656438,0.000851670000
2024-01-27,DOGEUSDT,288,1440,0.08010000,0.02160664,-0.016354556804,128698251.72849058,3.31077039,3.06340519,3.74161799,1.15407623,-0.000117617549,0.001211780000
2024-01-27,ETHUSDT,288,1440,2266.99000000,0.00026468,-0.004847837882,1949023201.64975667,2.67366869,1.75142282,2.54928291,1.08511892,-0.000387207000,0.001018540000
2024-01-27,LINKUSDT,288,1440,14.33800000,0.02877095,0.009555028595,82624063.55713646,1.85152372,1.49920509,2.07810728,1.01704505,-0.000318052785,0.001195890000
2024-01-27,SOLUSDT,288,1440,94.23800000,0.03605744,0.018145546383,498595659.06627363,2.44856834,1.99721624,2.19449780,1.04480715,-0.000340838653,0.001066170000
2024-01-27,XRPUSDT,288,1440,0.53010000,0.01593840,-0.011695906433,149093789.13363254,3.98179203,1.96457847,4.21187090,1.15935761,-0.000185070549,0.000755050000
2024-01-28,AVAXUSDT,288,1440,34.82000000,0.14559390,0.035094773119,90630382.87594093,2.44882955,1.20067701,2.39967546,1.01778553,-0.000297053271,0.001575480000
2024-01-28,BTCUSDT,288,1440,42021.20000000,-0.01375611,0.030139548609,3245226813.97256231,1.58205483,1.26794655,1.51497719,1.10758102,-0.000390258986,0.000930390000
2024-01-28,DOGEUSDT,288,1440,0.07879000,0.02731934,0.032491432923,132214202.41084859,3.35502983,3.14813648,3.71313657,1.00459198,-0.000170722042,0.001179500000
2024-01-28,ETHUSDT,288,1440,2256.00000000,-0.02191240,0.026826241135,1906315428.66868353,2.70270714,1.73679985,2.60621131,1.11795371,-0.000384841674,0.001076920000
2024-01-28,LINKUSDT,288,1440,14.47500000,-0.00531018,0.036338514680,82185315.26681837,1.69158525,1.50121889,1.86677999,1.07822010,-0.000258346562,0.000988660000
2024-01-28,SOLUSDT,288,1440,95.94800000,0.09708610,0.059146621086,547002368.13387132,2.37028902,1.89245487,2.22666037,1.02291538,-0.000385790076,0.001607470000
2024-01-28,XRPUSDT,288,1440,0.52390000,0.00029682,0.020805497232,149138043.49578488,4.07645497,2.01890291,4.33753997,1.06184787,-0.000238663743,0.000849750000
2024-01-29,AVAXUSDT,288,1440,36.04200000,0.02791508,-0.022973197936,93160337.65456578,2.67479991,1.16777449,2.69582862,1.01712357,-0.000349917563,0.001451550000
2024-01-29,BTCUSDT,288,1440,43287.70000000,-0.00368857,-0.008533601924,3233256554.49971914,1.56638893,1.27710025,1.52382431,1.08703327,-0.000390180410,0.001202340000
2024-01-29,DOGEUSDT,288,1440,0.08135000,0.04201773,-0.020282728949,137769543.63282171,3.10304740,3.10956200,3.45217800,1.07863752,-0.000213143431,0.002046210000
2024-01-29,ETHUSDT,288,1440,2316.52000000,0.00110177,0.010977673407,1908415755.48327804,2.75615421,1.78554639,2.63250686,1.13040178,-0.000331874549,0.000944820000
2024-01-29,LINKUSDT,288,1440,15.00100000,0.03692517,0.031664555696,85220022.03363432,1.64573500,1.52102777,1.77504306,1.06508912,-0.000197904000,0.001511170000
2024-01-29,SOLUSDT,288,1440,101.62300000,0.03389911,-0.002479753599,565545263.35226429,2.14906257,1.86139171,2.03031359,1.03330677,-0.000328597049,0.001095480000
2024-01-29,XRPUSDT,288,1440,0.53480000,0.00196057,-0.045250560957,149430439.40690276,4.13273895,2.05453000,4.48216284,1.05133688,-0.000222460153,0.000967380000
2024-01-30,AVAXUSDT,288,1440,35.21400000,0.03943215,0.000000000000,96833849.71572922,2.74147025,1.15498237,2.66305836,0.99682825,-0.000330643174,0.001558610000
2024-01-30,BTCUSDT,288,1440,42918.30000000,0.03631738,0.000000000000,3350679966.92227507,1.31756276,1.30455694,1.22507668,1.05268323,-0.000427911944,0.001146590000
2024-01-30,DOGEUSDT,288,1440,0.07970000,0.05330073,0.000000000000,145112760.57609496,3.24889810,3.05891081,3.51290130,1.11995952,-0.000273958604,0.001370880000
2024-01-30,ETHUSDT,288,1440,2341.95000000,0.04888459,0.000000000000,2001707880.51305795,2.53734355,1.78053477,2.27519870,1.05373314,-0.000388933806,0.000942660000
2024-01-30,LINKUSDT,288,1440,15.47600000,0.14373497,0.000000000000,97469119.44568865,1.45062456,1.74959021,1.39667387,1.08071678,-0.000102150174,0.001716160000
2024-01-30,SOLUSDT,288,1440,101.37100000,0.09454120,0.000000000000,619012591.45795238,1.70740636,1.75641093,1.51456064,1.00541741,-0.000397406292,0.001050180000
2024-01-30,XRPUSDT,288,1440,0.51060000,0.04769635,0.000000000000,156557725.32413793,4.64880701,2.12690406,5.07862095,1.08691837,-0.000155903417,0.003559950000
