symbol,feature,status,preferred_bucket,observations,low_bucket_mean_next_return,low_bucket_hit_rate,high_bucket_mean_next_return,high_bucket_hit_rate,correlation_to_next_return,edge_score,next_step
BCHUSDT,mean_sum_top_long_short_ratio,symbol_feature_priority,high,66,-0.028718768765,0.41176471,0.000603694675,0.47058824,0.37150271,305.42527675,"rerun BCHUSDT mean_sum_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
NEARUSDT,sum_funding_rate,symbol_feature_priority,high_mean_only,66,-0.005450650264,0.47058824,0.024302115010,0.41176471,0.15542384,305.40671778,"rerun NEARUSDT sum_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
NEARUSDT,mean_funding_rate,symbol_feature_priority,high_mean_only,66,-0.005450650264,0.47058824,0.024302115010,0.41176471,0.15542384,305.40671778,"rerun NEARUSDT mean_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
NEARUSDT,mean_sum_top_long_short_ratio,symbol_feature_priority,high_mean_only,66,0.014781418210,0.64705882,0.043524341866,0.58823529,0.09884078,294.17664037,"rerun NEARUSDT mean_sum_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
DOTUSDT,oi_value_change,symbol_feature_priority,high,66,-0.013257131160,0.41176471,0.014727245445,0.58823529,0.24191764,292.39388356,"rerun DOTUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
NEARUSDT,mean_premium_close,symbol_feature_priority,high,66,-0.002539460901,0.41176471,0.025483640348,0.47058824,0.16352628,288.27212640,"rerun NEARUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
ETCUSDT,oi_value_change,symbol_feature_priority,high,66,-0.019166725029,0.29411765,0.007585424226,0.64705882,0.26004856,284.84599320,"rerun ETCUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
FILUSDT,mean_sum_taker_long_short_vol_ratio,symbol_feature_priority,high,66,-0.020421727408,0.23529412,0.004250361155,0.64705882,0.14025580,263.12011931,"rerun FILUSDT mean_sum_taker_long_short_vol_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
BCHUSDT,mean_count_top_long_short_ratio,symbol_feature_priority,low,66,-0.005687806929,0.35294118,-0.030052936172,0.35294118,-0.31927991,253.33689061,"rerun BCHUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
FILUSDT,max_abs_premium_close,symbol_feature_priority,low,66,0.010789037730,0.64705882,-0.012634636236,0.35294118,-0.31102450,251.11017075,"rerun FILUSDT max_abs_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
BNBUSDT,max_abs_premium_close,symbol_feature_priority,low,66,0.012852045567,0.70588235,-0.009810595450,0.47058824,-0.16907221,239.19020737,"rerun BNBUSDT max_abs_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
ETHUSDT,mean_sum_top_long_short_ratio,symbol_feature_priority,low,66,0.004705495446,0.52941176,-0.016929314339,0.29411765,-0.39733080,233.47706682,"rerun ETHUSDT mean_sum_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
OPUSDT,mean_premium_close,symbol_feature_priority,high,64,-0.000456086773,0.52941176,0.020968417356,0.62500000,0.21716458,224.17803880,"rerun OPUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
FILUSDT,mean_premium_close,symbol_feature_priority,high,66,-0.004247431393,0.52941176,0.016782136941,0.52941176,0.31792886,219.95426060,"rerun FILUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
DOGEUSDT,oi_value_change,symbol_feature_priority,high,66,-0.010138180795,0.41176471,0.009681248151,0.64705882,0.19632663,211.30317496,"rerun DOGEUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
SOLUSDT,mean_sum_taker_long_short_vol_ratio,symbol_feature_priority,high,65,-0.016326210032,0.29411765,0.003319813459,0.58823529,0.21051277,211.27343138,"rerun SOLUSDT mean_sum_taker_long_short_vol_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
NEARUSDT,oi_value_change,symbol_feature_priority,high_mean_only,66,0.004540301895,0.58823529,0.024138609183,0.52941176,0.33173535,207.38836819,"rerun NEARUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
BCHUSDT,max_abs_premium_close,symbol_feature_priority,low,66,-0.000951803709,0.47058824,-0.020664518981,0.41176471,0.05106523,202.91904556,"rerun BCHUSDT max_abs_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
INJUSDT,mean_sum_taker_long_short_vol_ratio,symbol_feature_priority,high,66,-0.006699233421,0.52941176,0.012073232356,0.64705882,0.11994684,196.36477114,"rerun INJUSDT mean_sum_taker_long_short_vol_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
DOTUSDT,mean_sum_taker_long_short_vol_ratio,symbol_feature_priority,high,66,-0.016332956421,0.23529412,0.001818252212,0.47058824,0.12515666,193.19757242,"rerun DOTUSDT mean_sum_taker_long_short_vol_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
UNIUSDT,oi_value_change,symbol_feature_priority,high,65,-0.011278727100,0.29411765,0.006391912591,0.52941176,0.14821240,188.80299778,"rerun UNIUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
BCHUSDT,oi_value_change,symbol_feature_priority,high,66,-0.023136619967,0.35294118,-0.005067475519,0.41176471,0.15145385,188.49110968,"rerun BCHUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
ADAUSDT,sum_funding_rate,symbol_feature_priority,high,65,-0.006184041045,0.29411765,0.010811085258,0.64705882,0.12653966,184.55558562,"rerun ADAUSDT sum_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
ADAUSDT,mean_funding_rate,symbol_feature_priority,high,65,-0.006184041045,0.29411765,0.010811085258,0.64705882,0.12653966,184.55558561,"rerun ADAUSDT mean_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
DOGEUSDT,mean_premium_close,symbol_feature_priority,high,66,-0.012604527849,0.35294118,0.004287634231,0.70588235,0.12809232,183.60699663,"rerun DOGEUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
LTCUSDT,mean_count_top_long_short_ratio,symbol_feature_priority,low,66,0.003392771797,0.52941176,-0.013399795302,0.35294118,-0.33924459,182.42232750,"rerun LTCUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
INJUSDT,mean_premium_close,symbol_feature_priority,low,66,0.008157193384,0.47058824,-0.009347160061,0.35294118,-0.00149275,181.31456597,"rerun INJUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
FILUSDT,mean_count_top_long_short_ratio,symbol_feature_priority,low,66,0.007195570428,0.52941176,-0.009882264919,0.35294118,-0.12514033,180.99292470,"rerun FILUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
BNBUSDT,sum_funding_rate,symbol_feature_priority,high,66,-0.013536028038,0.41176471,0.003207672312,0.64705882,0.19612526,180.54186167,"rerun BNBUSDT sum_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
BNBUSDT,mean_funding_rate,symbol_feature_priority,high,66,-0.013536028038,0.41176471,0.003207672312,0.64705882,0.19612526,180.54186163,"rerun BNBUSDT mean_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
APTUSDT,mean_premium_close,symbol_feature_watch,high,66,-0.015943411324,0.35294118,0.000783109652,0.58823529,-0.03604886,177.16853987,"rerun APTUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
ETCUSDT,mean_funding_rate,symbol_feature_watch,high,66,-0.007862752680,0.38095238,0.008669937903,0.64705882,0.03145021,175.90857113,"rerun ETCUSDT mean_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
ETCUSDT,sum_funding_rate,symbol_feature_watch,high,66,-0.007862752680,0.38095238,0.008669937903,0.64705882,0.03145021,175.90857112,"rerun ETCUSDT sum_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
LTCUSDT,mean_count_long_short_ratio,symbol_feature_watch,low,66,0.006334519672,0.58823529,-0.009697104448,0.41176471,-0.31848143,174.39763445,"rerun LTCUSDT mean_count_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
SOLUSDT,max_abs_premium_close,symbol_feature_watch,low,65,-0.000151473635,0.64705882,-0.016124453188,0.35294118,-0.11457870,172.62431062,"rerun SOLUSDT max_abs_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
BCHUSDT,mean_count_long_short_ratio,symbol_feature_watch,low_mean_only,66,-0.004903542074,0.35294118,-0.021056266189,0.41176471,-0.31254837,172.54879675,"rerun BCHUSDT mean_count_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
BTCUSDT,mean_sum_top_long_short_ratio,symbol_feature_watch,low,66,0.003559968549,0.64705882,-0.011798080415,0.35294118,-0.39109539,172.05533866,"rerun BTCUSDT mean_sum_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
AVAXUSDT,oi_value_change,symbol_feature_watch,high,66,-0.011442398335,0.35294118,0.004270278693,0.47058824,0.30200942,169.40813524,"rerun AVAXUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
ADAUSDT,oi_value_change,symbol_feature_watch,high,65,-0.011150946663,0.52941176,0.004886757905,0.58823529,0.15644124,168.22645878,"rerun ADAUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
AVAXUSDT,mean_premium_close,symbol_feature_watch,high,66,-0.011522825410,0.41176471,0.004116012897,0.52941176,0.25492873,167.72813410,"rerun AVAXUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
BCHUSDT,mean_premium_close,symbol_feature_watch,high,66,-0.019674045782,0.41176471,-0.004103518484,0.41176471,0.21123033,163.22987955,"rerun BCHUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
LINKUSDT,mean_premium_close,symbol_feature_watch,low,66,0.006820069436,0.64705882,-0.008080404942,0.35294118,-0.02222747,160.10223444,"rerun LINKUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
APTUSDT,oi_value_change,symbol_feature_watch,high,66,-0.007415336844,0.41176471,0.007617803217,0.52941176,0.11227164,158.81800995,"rerun APTUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
DOGEUSDT,mean_count_long_short_ratio,symbol_feature_watch,low,66,0.012069692324,0.58823529,-0.002436594910,0.47058824,-0.18270864,154.95822151,"rerun DOGEUSDT mean_count_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
LTCUSDT,mean_sum_top_long_short_ratio,symbol_feature_watch,high,66,-0.014185899397,0.35294118,-0.000532811064,0.64705882,0.37467673,154.67735901,"rerun LTCUSDT mean_sum_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
DOGEUSDT,max_abs_premium_close,symbol_feature_watch,low,66,0.003590187946,0.70588235,-0.010247991178,0.35294118,-0.16025403,153.71040119,"rerun DOGEUSDT max_abs_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
SOLUSDT,oi_value_change,symbol_feature_watch,high,65,-0.010149459886,0.35294118,0.003822488874,0.58823529,0.20842767,153.02039401,"rerun SOLUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
LINKUSDT,mean_sum_taker_long_short_vol_ratio,symbol_feature_watch,high,66,-0.012384203868,0.41176471,0.002317015731,0.41176471,0.11543206,152.62083727,"rerun LINKUSDT mean_sum_taker_long_short_vol_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
INJUSDT,mean_count_top_long_short_ratio,symbol_feature_watch,high,66,0.004700035234,0.58823529,0.019248834333,0.64705882,0.07466952,151.75196964,"rerun INJUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
ADAUSDT,mean_premium_close,symbol_feature_watch,high,65,-0.005671645338,0.41176471,0.008435150645,0.64705882,0.05658031,151.33191903,"rerun ADAUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
NEARUSDT,mean_count_long_short_ratio,symbol_feature_watch,high,66,0.004777584291,0.41176471,0.019295935527,0.47058824,0.02398574,150.43381534,"rerun NEARUSDT mean_count_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
LINKUSDT,mean_count_top_long_short_ratio,symbol_feature_watch,low,66,0.001266921809,0.41176471,-0.012753465596,0.35294118,-0.22875870,149.54963637,"rerun LINKUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
INJUSDT,mean_sum_top_long_short_ratio,symbol_feature_watch,high,66,0.009395050951,0.35294118,0.022982330743,0.64705882,0.07304394,147.98661780,"rerun INJUSDT mean_sum_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
ETHUSDT,mean_premium_close,symbol_feature_watch,low,66,0.004004914196,0.47058824,-0.009428341467,0.35294118,-0.20681505,144.71003418,"rerun ETHUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
INJUSDT,sum_funding_rate,symbol_feature_watch,low,66,0.013005630077,0.52941176,-0.000858337883,0.50000000,0.03934689,143.46191161,"rerun INJUSDT sum_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
INJUSDT,mean_funding_rate,symbol_feature_watch,low,66,0.013005630077,0.52941176,-0.000858337883,0.50000000,0.03934689,143.46191161,"rerun INJUSDT mean_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
ETHUSDT,mean_count_top_long_short_ratio,symbol_feature_watch,low,66,-0.003443280036,0.47058824,-0.016213964911,0.23529412,-0.29260970,142.74139562,"rerun ETHUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
DOTUSDT,max_abs_premium_close,symbol_feature_watch,low,66,0.006382093520,0.47058824,-0.007383161136,0.47058824,-0.01216757,141.19589804,"rerun DOTUSDT max_abs_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
SOLUSDT,mean_count_top_long_short_ratio,symbol_feature_watch,low,65,-0.003048466914,0.52941176,-0.015464642561,0.29411765,-0.25008824,138.29587427,"rerun SOLUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
ETHUSDT,mean_count_long_short_ratio,symbol_feature_watch,low,66,0.004695977359,0.58823529,-0.007733624928,0.35294118,-0.22039369,137.88624969,"rerun ETHUSDT mean_count_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
LINKUSDT,oi_value_change,symbol_feature_watch,high,66,-0.010818042965,0.47058824,0.001689456334,0.58823529,0.23308721,135.97791365,"rerun LINKUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
LTCUSDT,mean_funding_rate,symbol_feature_watch,high,66,-0.005484169803,0.35294118,0.006591820047,0.58823529,0.25888872,135.12002583,"rerun LTCUSDT mean_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
LTCUSDT,sum_funding_rate,symbol_feature_watch,high,66,-0.005484169803,0.35294118,0.006591820047,0.58823529,0.25888872,135.12002582,"rerun LTCUSDT sum_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
BNBUSDT,oi_value_change,symbol_feature_watch,high,66,-0.010906035263,0.35294118,0.001261474077,0.58823529,0.15325675,133.92258128,"rerun BNBUSDT oi_value_change on recent windows, then test funding PnL, fees, spread, and regime split"
BTCUSDT,mean_premium_close,symbol_feature_watch,low,66,-0.001305410040,0.58823529,-0.012344249648,0.29411765,-0.26597638,126.36086489,"rerun BTCUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
BNBUSDT,mean_sum_taker_long_short_vol_ratio,symbol_feature_watch,high,66,-0.011539273080,0.47058824,0.000277725359,0.47058824,0.18120607,125.09410580,"rerun BNBUSDT mean_sum_taker_long_short_vol_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
APTUSDT,max_abs_premium_close,symbol_feature_watch,low,66,-0.004766448044,0.52941176,-0.016289190195,0.41176471,-0.16785469,124.82569178,"rerun APTUSDT max_abs_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
XRPUSDT,max_abs_premium_close,symbol_feature_watch,low,66,0.002100237021,0.58823529,-0.008921744770,0.23529412,-0.07109130,123.76517335,"rerun XRPUSDT max_abs_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
DOGEUSDT,mean_count_top_long_short_ratio,symbol_feature_watch,low,66,0.006848419430,0.52941176,-0.004533444793,0.41176471,-0.16531471,123.36611285,"rerun DOGEUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
AVAXUSDT,max_abs_premium_close,symbol_feature_watch,low,66,-0.004359290644,0.52941176,-0.015580454156,0.29411765,-0.02767999,121.94758795,"rerun AVAXUSDT max_abs_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
XRPUSDT,mean_count_long_short_ratio,symbol_feature_watch,low,66,0.003266264946,0.64705882,-0.007327166388,0.35294118,-0.26341085,121.85547153,"rerun XRPUSDT mean_count_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
ETHUSDT,mean_sum_taker_long_short_vol_ratio,symbol_feature_watch,high,66,-0.004482726964,0.35294118,0.006451033816,0.52941176,0.15546651,120.15870278,"rerun ETHUSDT mean_sum_taker_long_short_vol_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
OPUSDT,mean_count_top_long_short_ratio,weak_symbol_feature_context,low,64,0.002513266932,0.52941176,-0.008236991952,0.31250000,-0.11520556,118.42949424,"rerun OPUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
LTCUSDT,mean_premium_close,weak_symbol_feature_context,high,66,-0.010068141764,0.17647059,-0.000169027259,0.58823529,0.16435928,115.87244831,"rerun LTCUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
SOLUSDT,mean_count_long_short_ratio,weak_symbol_feature_context,low,65,-0.003034501170,0.52941176,-0.012975508843,0.35294118,-0.23602112,111.79226388,"rerun SOLUSDT mean_count_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
DOGEUSDT,mean_funding_rate,weak_symbol_feature_context,high,66,0.000333254590,0.52941176,0.009857301073,0.76470588,0.26984307,109.81967923,"rerun DOGEUSDT mean_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
DOGEUSDT,sum_funding_rate,weak_symbol_feature_context,high,66,0.000333254590,0.52941176,0.009857301073,0.76470588,0.26984307,109.81967921,"rerun DOGEUSDT sum_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
XRPUSDT,mean_count_top_long_short_ratio,weak_symbol_feature_context,low,66,-0.000821179802,0.58823529,-0.009870467230,0.17647059,-0.23945091,108.87601019,"rerun XRPUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
BTCUSDT,sum_funding_rate,weak_symbol_feature_context,low,66,0.005744606476,0.70588235,-0.003314749110,0.41176471,-0.10237237,103.29394444,"rerun BTCUSDT sum_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
BTCUSDT,mean_funding_rate,weak_symbol_feature_context,low,66,0.005744606476,0.70588235,-0.003314749110,0.41176471,-0.10237237,103.29394442,"rerun BTCUSDT mean_funding_rate on recent windows, then test funding PnL, fees, spread, and regime split"
ETCUSDT,max_abs_premium_close,weak_symbol_feature_context,low,66,0.000490402949,0.52941176,-0.008924666090,0.47058824,-0.12576848,101.43664821,"rerun ETCUSDT max_abs_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
BNBUSDT,mean_count_top_long_short_ratio,weak_symbol_feature_context,high,66,-0.005425149198,0.47058824,0.003496425532,0.70588235,0.14635912,101.32528271,"rerun BNBUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
APTUSDT,mean_sum_taker_long_short_vol_ratio,weak_symbol_feature_context,high,66,-0.006022826767,0.47058824,0.003282760107,0.58823529,0.07664526,100.82995046,"rerun APTUSDT mean_sum_taker_long_short_vol_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
APTUSDT,mean_count_top_long_short_ratio,weak_symbol_feature_context,low,66,0.005744021737,0.47058824,-0.003561398102,0.41176471,-0.01986552,98.22209712,"rerun APTUSDT mean_count_top_long_short_ratio on recent windows, then test funding PnL, fees, spread, and regime split"
ETCUSDT,mean_premium_close,weak_symbol_feature_context,high,66,-0.003367768010,0.41176471,0.005721388837,0.52941176,-0.01753200,97.48338498,"rerun ETCUSDT mean_premium_close on recent windows, then test funding PnL, fees, spread, and regime split"
