date,symbol,metrics_rows,premium_rows,funding_rate_rows,close,oi_value_change,next_return,mean_open_interest_value,mean_funding_rate,sum_funding_rate,mean_count_top_long_short_ratio,mean_sum_top_long_short_ratio,mean_count_long_short_ratio,mean_sum_taker_long_short_vol_ratio,mean_premium_close,max_abs_premium_close
2026-04-02,BCHUSDT,288,1440,3,443.90000000,-0.01964307,-0.002500563190,177251516.73824516,0.000015620000,0.000046860000,1.01682710,2.76272538,0.89208057,1.17908903,-0.000496159597,0.002319590000
2026-04-02,BNBUSDT,288,1440,3,583.80000000,0.00885484,0.007879410757,326401188.85108095,0.000002476667,0.000007430000,2.89043260,1.03160675,2.89061789,1.07005655,0.000323646812,0.001691280000
2026-04-02,BTCUSDT,288,1440,3,66868.50000000,-0.03414724,0.000919715561,5962825462.01232529,-0.000010106667,-0.000030320000,2.06674654,0.91318184,1.95685733,1.07098570,-0.000531843486,0.001387930000
2026-04-02,DOGEUSDT,288,1440,3,0.09035000,-0.01402668,0.012728278915,174299098.45842466,-0.000019930000,-0.000059790000,2.87368173,1.77250136,2.54118981,1.13434038,-0.000549848417,0.002162800000
2026-04-02,DOTUSDT,288,1440,3,1.23600000,-0.01206933,0.000809061489,42788749.49646895,-0.000448506667,-0.001345520000,1.84651511,1.22708859,1.56635739,1.35746890,-0.000841457521,0.002524210000
2026-04-02,ETCUSDT,288,1440,3,7.86400000,-0.02325679,0.027466937945,16062929.20662932,-0.000126373333,-0.000379120000,1.46406058,2.01120622,1.12790442,0.90787505,-0.000695288562,0.002338680000
2026-04-02,ETHUSDT,288,1440,3,2055.96000000,-0.07895694,-0.001478627989,4505288323.58316517,-0.000098703333,-0.000296110000,1.96138055,1.05827312,1.80597612,1.05177661,-0.000586149146,0.001694740000
2026-04-02,FILUSDT,288,1440,3,0.81600000,-0.04561155,0.022058823529,35105074.24495342,-0.000069103333,-0.000207310000,1.32267441,2.47081477,1.13955283,1.41870358,-0.000541247514,0.002334100000
2026-04-02,INJUSDT,288,1440,3,2.74000000,0.03216905,0.018978102190,10867652.91979961,-0.000120313333,-0.000360940000,1.14479273,1.72519073,0.99444807,1.16259514,-0.000684675931,0.002147700000
2026-04-02,LINKUSDT,288,1440,3,8.62700000,-0.06101260,0.003129709053,77418127.81323117,-0.000030120000,-0.000090360000,2.41171370,1.82306061,1.84075643,1.07183259,-0.000562973111,0.002216550000
2026-04-02,LTCUSDT,288,1440,3,52.24000000,-0.01926226,0.018376722818,61271301.84670694,-0.000067093333,-0.000201280000,2.50095612,3.67514939,1.85922042,1.05858972,-0.000573813771,0.001906600000
2026-04-02,NEARUSDT,288,1440,3,1.16200000,-0.02877032,0.039586919105,64270780.96204102,0.000046916667,0.000140750000,1.20265469,1.30017599,0.96397669,1.43823952,-0.000448878833,0.002244550000
2026-04-02,OPUSDT,288,1440,3,0.10620000,-0.08030339,0.035781544256,13753250.33959953,0.000063253333,0.000189760000,1.32363919,1.54892415,1.15029180,1.35871389,-0.000411065451,0.002625980000
2026-04-02,SOLUSDT,288,1440,3,78.91000000,-0.01046483,0.018248637689,780227857.85034037,-0.000095793333,-0.000287380000,3.95037968,1.19180222,3.71027161,1.05489996,-0.000597123861,0.002197520000
2026-04-02,UNIUSDT,288,1440,3,3.17100000,-0.15532004,-0.000630715863,64297389.75882009,-0.000104246667,-0.000312740000,1.71685409,2.67220928,1.29856348,0.94195288,-0.000597442500,0.007910310000
2026-04-02,XRPUSDT,288,1440,3,1.31920000,-0.01823982,-0.001137052759,342251583.10898560,-0.000115406667,-0.000346220000,3.00337369,1.16751887,2.66108239,1.01204476,-0.000631358826,0.001829590000
2026-04-03,ADAUSDT,288,1440,3,0.24620000,0.01710186,0.006092607636,74383828.28379585,0.000100000000,0.000300000000,2.22995740,1.15323475,2.01015027,1.12561982,-0.000277339368,0.001844260000
2026-04-03,APTUSDT,288,1440,3,0.84780000,0.00716522,0.001769285209,29951180.13469233,-0.000155540000,-0.000466620000,0.99899189,1.59006305,0.87767748,1.11597608,-0.000731099722,0.002025460000
2026-04-03,ARBUSDT,288,1440,3,0.09230000,0.04899547,0.003250270856,20893752.01802140,0.000082536667,0.000247610000,1.54902206,1.11885864,1.27368906,1.78945182,-0.000321859542,0.002108290000
2026-04-03,AVAXUSDT,288,1440,3,8.91000000,0.04942036,0.008417508418,69947318.37864409,0.000045696667,0.000137090000,1.80544556,1.48455118,1.55649658,1.21068463,-0.000308935542,0.001344170000
2026-04-03,BCHUSDT,288,1440,3,442.79000000,0.00074412,-0.004494229770,177383413.35096487,-0.000068153333,-0.000204460000,1.06462333,2.77114608,0.92320145,1.20558201,-0.000553513222,0.001993480000
2026-04-03,BNBUSDT,288,1440,3,588.40000000,-0.00553223,0.008871515976,324595461.10985953,0.000000000000,0.000000000000,2.86865927,1.04498769,2.84878487,1.11584492,0.000263181000,0.001007600000
2026-04-03,BTCUSDT,288,1440,3,66930.00000000,0.01248937,0.005094875243,6037297373.59591579,-0.000003596667,-0.000010790000,1.86841929,0.88800909,1.79531786,1.21765663,-0.000487680132,0.001352340000
2026-04-03,DOGEUSDT,288,1440,3,0.09150000,0.00756459,0.005683060109,175617600.36288232,0.000072536667,0.000217610000,2.64900752,1.71751270,2.33702813,1.16908906,-0.000356878493,0.001098430000
2026-04-03,DOTUSDT,288,1440,3,1.23700000,-0.00360141,0.012934518998,42634649.72716146,0.000008950000,0.000026850000,1.83459707,1.26825822,1.58381386,1.86520413,-0.000528892174,0.002065080000
2026-04-03,ETCUSDT,288,1440,3,8.08000000,0.03485869,0.066955445545,16622861.92928746,-0.000069670000,-0.000209010000,1.37697759,1.85681163,1.06675353,1.48413509,-0.000527885535,0.001839450000
2026-04-03,ETHUSDT,288,1440,3,2052.92000000,-0.01091450,0.005606648091,4456115348.15915585,-0.000011030000,-0.000033090000,1.76591178,1.04030356,1.70632873,1.11879688,-0.000506488576,0.001706960000
2026-04-03,FILUSDT,288,1440,3,0.83400000,0.03186162,0.004796163070,36223578.89613300,0.000100000000,0.000300000000,1.34410786,2.57767319,1.17706784,2.39413456,-0.000297019958,0.001430890000
2026-04-03,INJUSDT,288,1440,3,2.79200000,0.02304273,0.006805157593,11118073.30815803,-0.000102146667,-0.000306440000,1.02667870,1.68961157,0.89241275,1.46134770,-0.000518787486,0.002031430000
2026-04-03,LINKUSDT,288,1440,3,8.65400000,-0.00153494,0.004044372544,77299295.86293741,0.000054803333,0.000164410000,2.23460965,1.86710476,1.73077004,1.44904277,-0.000401849000,0.002089040000
2026-04-03,LTCUSDT,288,1440,3,53.20000000,-0.00469427,0.006578947368,60983678.04942899,0.000029100000,0.000087300000,2.31463107,3.40481968,1.76731254,1.41830691,-0.000474380125,0.001241180000
2026-04-03,NEARUSDT,288,1440,3,1.20800000,0.03979510,0.038079470199,66828443.42883612,0.000053050000,0.000159150000,1.23067407,1.32936905,1.03417780,1.51636340,-0.000434118792,0.001972610000
2026-04-03,OPUSDT,288,1440,3,0.11000000,-0.00099534,0.004545454545,13739561.16055238,0.000082513333,0.000247540000,1.36644843,1.69623118,1.20226246,1.50564630,-0.000363803708,0.002567990000
2026-04-03,SOLUSDT,288,1440,3,80.35000000,0.02290709,0.005476042315,798100604.59451997,0.000003556667,0.000010670000,3.58582190,1.12095511,3.35246851,1.09448394,-0.000514374590,0.001502110000
2026-04-03,UNIUSDT,288,1440,3,3.16900000,-0.06647024,-0.014200063111,60023527.10781895,-0.000014713333,-0.000044140000,1.42940945,2.16928084,1.08278092,1.14671638,-0.000576794292,0.001612300000
2026-04-03,XRPUSDT,288,1440,3,1.31770000,0.02206790,-0.002428473856,349804357.81820828,0.000002570000,0.000007710000,2.85886754,1.14090589,2.53590559,1.12578188,-0.000471061674,0.001557740000
2026-04-04,ADAUSDT,288,1440,3,0.24770000,0.01882491,0.012111425111,75784097.09600648,0.000097876667,0.000293630000,2.17132261,1.24714931,1.95189313,1.24144372,-0.000305358299,0.001637040000
2026-04-04,APTUSDT,288,1440,3,0.84930000,-0.00889190,0.000588720122,29684857.25715541,-0.000479146667,-0.001437440000,1.04002059,1.61454083,0.91454183,1.26928764,-0.000973514590,0.002191140000
2026-04-04,ARBUSDT,288,1440,3,0.09260000,-0.00366757,0.017278617711,20817122.78001474,-0.000033920000,-0.000101760000,1.57421621,1.11433252,1.29793758,3.07869894,-0.000548012181,0.002257010000
2026-04-04,AVAXUSDT,288,1440,3,8.98500000,0.00018985,0.008903728436,69960597.92076093,0.000013986667,0.000041960000,1.94186589,1.54414634,1.66823784,1.33779380,-0.000444379514,0.001330890000
2026-04-04,BCHUSDT,288,1440,3,440.80000000,0.01006974,-0.028289473684,179169618.96729249,-0.000028183333,-0.000084550000,1.04817669,2.73614345,0.91861368,1.33715166,-0.000528442868,0.001318930000
2026-04-04,BNBUSDT,288,1440,3,593.62000000,-0.01252072,0.013796704963,320531292.49739355,0.000000000000,0.000000000000,2.68609817,1.02720339,2.72719159,1.10708942,0.000243680854,0.000963560000
2026-04-04,BTCUSDT,288,1440,3,67271.00000000,0.01006432,0.025670794250,6098058646.02950478,0.000031756667,0.000095270000,1.71935441,0.86524245,1.65107189,1.20179442,-0.000472686528,0.001061830000
2026-04-04,DOGEUSDT,288,1440,3,0.09202000,0.00864841,0.003586176918,177136412.68947610,0.000005923333,0.000017770000,2.79314290,1.87743548,2.37311001,1.01327596,-0.000449581139,0.001032710000
2026-04-04,DOTUSDT,288,1440,3,1.25300000,-0.02112725,-0.007182761373,41733896.93178840,-0.000064553333,-0.000193660000,1.87994219,1.25422232,1.62110045,2.66038557,-0.000494970757,0.001705000000
2026-04-04,ETCUSDT,288,1440,3,8.62100000,0.13445847,0.012179561536,18857946.52143567,0.000090640000,0.000271920000,1.50060645,1.74377850,1.19508166,1.37989625,-0.000211140118,0.001499340000
2026-04-04,ETHUSDT,288,1440,3,2064.43000000,-0.00828967,0.021759032760,4419175605.65986919,0.000018733333,0.000056200000,2.01164721,1.05410008,1.90802199,1.15914598,-0.000478584618,0.001162230000
2026-04-04,FILUSDT,288,1440,3,0.83800000,0.00198922,0.005966587112,36295635.60585226,0.000076576667,0.000229730000,1.69025035,2.58323489,1.47590004,3.03008161,-0.000415920222,0.001921800000
2026-04-04,INJUSDT,288,1440,3,2.81100000,0.03712549,0.004624688723,11530837.19599273,-0.000042520000,-0.000127560000,1.11914070,1.81507252,0.96015064,2.02896670,-0.000554254188,0.002033710000
2026-04-04,LINKUSDT,288,1440,3,8.68900000,0.01042919,0.015076533548,78105464.87326789,0.000034390000,0.000103170000,2.21511548,1.81930783,1.73093346,1.27026506,-0.000452322764,0.001396740000
2026-04-04,LTCUSDT,288,1440,3,53.55000000,-0.00373334,0.009897292250,60756005.13447038,0.000033230000,0.000099690000,2.36444316,3.65227438,1.79748795,1.34172502,-0.000464210306,0.000999180000
2026-04-04,NEARUSDT,288,1440,3,1.25400000,0.02135007,-0.006379585327,68255235.40562275,0.000066656667,0.000199970000,1.59724980,1.45013347,1.41056046,2.44585726,-0.000405604986,0.001849850000
2026-04-04,OPUSDT,288,1440,3,0.11050000,0.00092809,-0.001809954751,13752312.65020475,-0.000008610000,-0.000025830000,1.66543261,1.76412642,1.45480648,2.08973970,-0.000343353757,0.002050160000
2026-04-04,SOLUSDT,288,1440,3,80.79000000,-0.01279713,0.013120435697,787887207.30631065,-0.000050700000,-0.000152100000,3.31054964,1.13390307,3.05118821,1.12022156,-0.000554327785,0.003746220000
2026-04-04,UNIUSDT,288,1440,3,3.12400000,-0.02232296,0.007042253521,58683624.36982256,-0.000025886667,-0.000077660000,1.46231363,2.13413347,1.12813515,1.46743838,-0.000545475139,0.001518010000
2026-04-04,XRPUSDT,288,1440,3,1.31450000,-0.01483337,0.008672499049,344615579.31869215,-0.000044863333,-0.000134590000,2.86384417,1.17782524,2.53821253,1.09267899,-0.000589689417,0.001346560000
2026-04-05,ADAUSDT,288,1440,3,0.25070000,-0.00145040,-0.019545273235,75674179.50666569,0.000058120000,0.000174360000,2.18597185,1.37439562,1.93752058,1.06488268,-0.000427141076,0.001559500000
2026-04-05,APTUSDT,288,1440,3,0.84980000,-0.01176839,-0.014591668628,29335514.29498207,-0.000480550000,-0.001441650000,1.06642315,1.58090864,0.92825490,1.38997354,-0.000966440653,0.002289840000
2026-04-05,ARBUSDT,288,1440,3,0.09420000,-0.00455557,-0.006369426752,20722288.93962948,-0.000051603333,-0.000154810000,1.46964006,1.06990914,1.22420923,2.29619659,-0.000640558514,0.002188380000
2026-04-05,AVAXUSDT,288,1440,3,9.06500000,-0.00614498,-0.019084390513,69530691.31233178,0.000041530000,0.000124590000,1.95463181,1.49529356,1.65366458,1.26158478,-0.000441071840,0.001622190000
2026-04-05,BCHUSDT,288,1440,3,428.33000000,-0.02098672,0.015175215371,175409435.83209768,-0.000056830000,-0.000170490000,1.11937070,2.62682407,0.99930118,1.11429227,-0.000576015986,0.001756530000
2026-04-05,BNBUSDT,288,1440,3,601.81000000,-0.01554422,-0.002259849454,315548882.52308303,0.000000000000,0.000000000000,2.59000649,1.00872685,2.51680962,1.06709830,0.000338908722,0.001083450000
2026-04-05,BTCUSDT,288,1440,3,68997.90000000,-0.00459788,-0.002608775050,6070020526.26839447,0.000027026667,0.000081080000,1.65331034,0.85577197,1.56705804,1.21440078,-0.000466508299,0.001249440000
2026-04-05,DOGEUSDT,288,1440,3,0.09235000,0.00766970,-0.019707634001,178494995.53048295,-0.000016120000,-0.000048360000,2.54980792,1.89647934,2.28679773,1.22475566,-0.000505858833,0.001743870000
2026-04-05,DOTUSDT,288,1440,3,1.24400000,-0.01920076,-0.003215434084,40932574.42395780,-0.000091803333,-0.000275410000,1.98648062,1.29254856,1.72759633,1.79369533,-0.000773407479,0.002428830000
2026-04-05,ETCUSDT,288,1440,3,8.72600000,0.19979308,-0.034723813890,22625633.67382115,0.000100000000,0.000300000000,1.88980775,1.95721481,1.54014704,1.36959075,-0.000278814236,0.001791020000
2026-04-05,ETHUSDT,288,1440,3,2109.35000000,-0.00621705,-0.001521795814,4391701357.76930523,-0.000004250000,-0.000012750000,2.08413858,1.07767608,1.95176114,1.15361046,-0.000500728299,0.001313440000
2026-04-05,FILUSDT,288,1440,3,0.84300000,-0.00602081,0.017793594306,36077106.47681414,-0.000029480000,-0.000088440000,1.69629737,2.42745632,1.42784637,1.75258204,-0.000562183097,0.002381100000
2026-04-05,INJUSDT,288,1440,3,2.82400000,0.00183737,0.007436260623,11552023.59988366,-0.000179643333,-0.000538930000,1.13616664,1.77961727,1.00453655,1.93703046,-0.000706939389,0.002194530000
2026-04-05,LINKUSDT,288,1440,3,8.82000000,-0.01091392,-0.002947845805,77253028.15996574,-0.000006756667,-0.000020270000,2.17113733,1.70541058,1.72094729,1.39557796,-0.000503311743,0.001727210000
2026-04-05,LTCUSDT,288,1440,3,54.08000000,0.01159247,-0.010909763314,61460317.25009713,-0.000012403333,-0.000037210000,2.22802255,3.75402309,1.76093702,1.34221920,-0.000530182743,0.001163600000
2026-04-05,NEARUSDT,288,1440,3,1.24600000,-0.02247875,0.001605136437,66720943.15943594,0.000051450000,0.000154350000,1.75548781,1.57825706,1.56544643,1.77866653,-0.000471028347,0.001711240000
2026-04-05,OPUSDT,288,1440,3,0.11030000,-0.02304057,-0.005439709882,13435451.56112292,0.000023530000,0.000070590000,1.56541908,1.79174783,1.34965031,1.37367570,-0.000539046597,0.002009040000
2026-04-05,SOLUSDT,288,1440,3,81.85000000,-0.01569174,-0.023091020159,775523887.96803880,-0.000071280000,-0.000213840000,3.38912073,1.08804621,3.04670205,1.09364853,-0.000569787278,0.001432740000
2026-04-05,UNIUSDT,288,1440,3,3.14600000,-0.00931883,-0.016528925620,58136761.38979964,-0.000074860000,-0.000224580000,1.48431179,2.06951868,1.13864210,1.42231999,-0.000557650799,0.001674470000
2026-04-05,XRPUSDT,288,1440,3,1.32590000,0.05449275,-0.004298966740,363394629.25669813,-0.000135176667,-0.000405530000,2.88141230,1.12167177,2.60858063,1.09544168,-0.000618902569,0.002761380000
2026-04-06,ADAUSDT,288,1440,3,0.24580000,0.11899386,0.068755085435,84678942.41729888,0.000100000000,0.000300000000,2.08256375,1.46209645,1.79138488,1.09294051,-0.000329707451,0.001550060000
2026-04-06,APTUSDT,288,1440,3,0.83740000,0.01740068,0.040482445665,29845972.24716011,-0.000230263333,-0.000690790000,1.08816934,1.58880582,0.92581977,1.27521817,-0.000707864958,0.002283550000
2026-04-06,ARBUSDT,288,1440,3,0.09360000,0.06329913,0.089743589744,22033991.75134278,0.000035020000,0.000105060000,1.66734507,1.00448419,1.40547676,1.51914115,-0.000159491653,0.001987720000
2026-04-06,AVAXUSDT,288,1440,3,8.89200000,0.24095614,0.060278902384,86284538.05139200,0.000091893333,0.000275680000,2.01353882,1.61299134,1.68540538,1.16023713,-0.000169908736,0.002987890000
2026-04-06,BCHUSDT,288,1440,3,434.83000000,-0.01469247,0.024768300255,172832238.76007694,-0.000004666667,-0.000014000000,1.22575313,2.14072455,1.04449864,1.22599816,-0.000484875514,0.001350740000
2026-04-06,BNBUSDT,288,1440,3,600.45000000,-0.00137128,0.033574818886,315116177.00762671,0.000010830000,0.000032490000,2.16872164,1.02991369,2.14797903,1.14737806,0.000502812243,0.000894680000
2026-04-06,BTCUSDT,288,1440,3,68817.90000000,0.07254913,0.044643908053,6510395233.07995987,0.000043466667,0.000130400000,1.15599548,0.88363649,1.08363532,1.08253035,-0.000479920604,0.001220610000
2026-04-06,DOGEUSDT,288,1440,3,0.09053000,0.06587031,0.048381751905,190252515.62505478,0.000093533333,0.000280600000,2.36941389,1.73638768,2.07048092,1.12385435,-0.000350973597,0.001118880000
2026-04-06,DOTUSDT,288,1440,3,1.24000000,0.03256421,0.059677419355,42265511.40941130,-0.000099783333,-0.000299350000,1.92245407,1.28434860,1.63253929,1.38927338,-0.000375363833,0.002410020000
2026-04-06,ETCUSDT,288,1440,3,8.42300000,-0.00544504,0.050813249436,22502436.29635008,0.000094456667,0.000283370000,2.01479106,2.14243925,1.58360324,1.04943057,-0.000410777750,0.002420590000
2026-04-06,ETHUSDT,288,1440,3,2106.14000000,0.10027356,0.063148698567,4832072875.89444542,0.000035300000,0.000105900000,1.18012905,1.02688828,1.23575659,1.07747267,-0.000472151062,0.001270210000
2026-04-06,FILUSDT,288,1440,3,0.85800000,0.02876798,0.066433566434,37114972.03879847,0.000075043333,0.000225130000,1.44698011,2.14194053,1.29621458,1.45604056,-0.000329711944,0.002235870000
2026-04-06,INJUSDT,288,1440,3,2.84500000,0.01095110,0.060105448155,11678530.94807416,0.000042796667,0.000128390000,1.22107772,1.67335048,1.06589638,1.35964899,-0.000401206333,0.001812730000
2026-04-06,LINKUSDT,288,1440,3,8.79400000,0.09540299,0.055833522856,84623198.35057077,0.000092110000,0.000276330000,1.90141698,1.58136167,1.54076989,1.24282804,-0.000132953479,0.001567710000
2026-04-06,LTCUSDT,288,1440,3,53.49000000,0.02702226,0.034585903907,63121113.64988034,0.000060690000,0.000182070000,2.00432692,3.93120575,1.66887825,1.34440768,-0.000430925049,0.001081200000
2026-04-06,NEARUSDT,288,1440,3,1.24800000,-0.00302994,0.048878205128,66518782.88559626,0.000014550000,0.000043650000,1.78436602,1.60984045,1.61115198,1.53018136,-0.000402969722,0.001929200000
2026-04-06,OPUSDT,288,1440,3,0.10970000,0.04062865,0.082953509572,13981315.87975399,0.000013273333,0.000039820000,1.53947479,1.80223570,1.31495989,1.50243902,-0.000302491264,0.002427370000
2026-04-06,SOLUSDT,288,1440,3,79.96000000,0.00887573,0.069784892446,782407232.17288315,0.000015930000,0.000047790000,2.70629042,1.08920572,2.41619296,1.04187591,-0.000488152604,0.001306890000
2026-04-06,UNIUSDT,288,1440,3,3.09400000,0.00547482,0.061409179056,58455049.75010566,-0.000039876667,-0.000119630000,1.43414318,2.06961147,1.09271064,1.13099740,-0.000541506229,0.001537430000
2026-04-06,XRPUSDT,288,1440,3,1.32020000,0.02735422,0.043781245266,373335004.89002836,0.000049740000,0.000149220000,2.65644493,1.09276646,2.26229836,1.06570490,-0.000419238840,0.001196290000
2026-04-07,ADAUSDT,288,1440,3,0.26270000,-0.09642021,-0.046440807004,76514181.25977641,-0.000097110000,-0.000291330000,2.38783011,1.43958549,2.12626924,1.29148951,-0.000534560646,0.001948740000
2026-04-07,APTUSDT,288,1440,3,0.87130000,-0.03053167,-0.046367496844,28934724.92808001,-0.000366190000,-0.001098570000,1.11170842,1.68452183,0.93942928,1.28071415,-0.000774509896,0.002558020000
2026-04-07,ARBUSDT,288,1440,3,0.10200000,0.01924893,0.033333333333,22458122.54641752,0.000070526667,0.000211580000,2.02919823,1.06319941,1.80958844,1.55726233,-0.000333849063,0.002098480000
2026-04-07,AVAXUSDT,288,1440,3,9.42800000,-0.15104537,-0.040199406025,73251658.48482989,-0.000231520000,-0.000694560000,1.96106891,1.43387914,1.64752734,1.05366842,-0.000787000312,0.002124730000
2026-04-07,BCHUSDT,288,1440,3,445.60000000,-0.01906654,-0.010166068223,169536926.19852251,-0.000030660000,-0.000091980000,1.20419107,2.76392843,1.02217889,1.35227044,-0.000508012347,0.001301970000
2026-04-07,BNBUSDT,288,1440,3,620.61000000,-0.01653817,-0.030937303621,309904732.81153399,0.000001523333,0.000004570000,2.22890420,1.04152239,2.20911926,1.15642795,0.000391220035,0.001367620000
2026-04-07,BTCUSDT,288,1440,3,71890.20000000,-0.04564839,-0.011852797739,6213206154.41283703,0.000035936667,0.000107810000,1.34943428,0.92679086,1.27118170,1.12175730,-0.000452498583,0.001426780000
2026-04-07,DOGEUSDT,288,1440,3,0.09491000,-0.02149186,-0.026972921715,186163634.31565553,-0.000058186667,-0.000174560000,2.51432308,2.01738225,2.23104766,1.09041363,-0.000479160562,0.001177430000
2026-04-07,DOTUSDT,288,1440,3,1.31400000,-0.02767263,-0.035768645358,41095913.52708382,-0.000188696667,-0.000566090000,1.97504603,1.32683287,1.72375228,1.23106935,-0.000743395493,0.002394990000
2026-04-07,ETCUSDT,288,1440,3,8.85100000,-0.14873246,-0.049598915377,19155593.61731353,-0.000012910000,-0.000038730000,2.06516200,2.23253592,1.57268724,1.29890777,-0.000483116653,0.003381170000
2026-04-07,ETHUSDT,288,1440,3,2239.14000000,-0.04258248,-0.022450583706,4626311234.74583149,-0.000019590000,-0.000058770000,1.65864180,1.09348931,1.67822851,1.10365974,-0.000480779132,0.001495320000
