ticket_id,opened_at,checked_at,elapsed_minutes,checkpoint_status,opportunity,decision,asset,venue,entry_mark,current_mark,current_source,raw_return_bps,directional_return_bps,outcome,missing_evidence,next_step
portable-micro-hype-1h,2026-06-08T19:27:05+00:00,2026-06-08T19:56:05+00:00,29.01,pending,portable-micro-hype-1h,paper_short,HYPE,,64.919000000000,63.504000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
portable-micro-eth-15m,2026-06-08T19:27:05+00:00,2026-06-08T19:56:05+00:00,29.01,ready,portable-micro-eth-15m,paper_long,ETH,,1703.450000000000,1687.400000000000,hl_execution_context,-94.22055241,-94.22055241,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
portable-micro-btc-15m,2026-06-08T19:27:05+00:00,2026-06-08T19:56:05+00:00,29.01,ready,portable-micro-btc-15m,paper_long,BTC,,64181.000000000000,63490.000000000000,hl_execution_context,-107.66426201,-107.66426201,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
portable-micro-sol-1h,2026-06-08T19:27:05+00:00,2026-06-08T19:56:05+00:00,29.01,pending,portable-micro-sol-1h,paper_short,SOL,,67.741500000000,67.469000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
