ticket_id,opened_at,checked_at,horizon,checkpoint_status,outcome,asset,decision,side,entry_mark,stop_bps,first_candle_at,last_candle_at,candle_count,max_favorable_bps,max_adverse_bps,close_return_bps,stop_status,evidence,next_step
fill-audit-bera-long-50bps-stop,2026-06-08T20:00:33+00:00,2026-06-08T20:15:43+00:00,15m,ready,paper_fill_audit_stop_loss,BERA,paper_long,long,0.268210000000,50.00,2026-06-08T20:01:00+00:00,2026-06-08T20:14:59+00:00,14,54.80779986,-62.26464338,-40.26695500,stop_triggered,candles=14; first=2026-06-08T20:01:00+00:00; last=2026-06-08T20:14:59+00:00; entry=0.268210000000,do not promote BERA long; fresh fill audit hit the stop
fill-audit-bera-long-50bps-stop,2026-06-08T20:00:33+00:00,2026-06-08T20:15:43+00:00,1h,pending,pending,BERA,paper_long,long,0.268210000000,50.00,2026-06-08T20:01:00+00:00,2026-06-08T20:14:59+00:00,14,54.80779986,-62.26464338,-40.26695500,stop_triggered,candles=14; first=2026-06-08T20:01:00+00:00; last=2026-06-08T20:14:59+00:00; entry=0.268210000000,wait for 1h fill-audit checkpoint for BERA long
