ticket_id,opened_at,work_id,source_ticket_id,asset,decision,side,entry_mark,entry_source,candidate_size_usd,stop_bps,audit_horizons,prior_second_net_after_cost_bps,required_record,next_step
fill-audit-bera-long-50bps-stop,2026-06-08T20:00:33+00:00,repeat_fill_risk_probe-01-paper-cost-survival-watchlist-bera-paper-long,repeat-repeat-paper-22-bera-microstructure-flow,BERA,paper_long,long,0.268210000000,hl_execution_context,100.00,50.00,"15m,1h",292.35404903,"fresh paper entry, 15m/1h public path, stop hit status, adverse excursion, funding and fill notes",audit fresh BERA paper_long path with 50bps stop before any promotion
