ticket_id,opened_at,rank,opportunity,probe_type,status,side,asset,venue,candidate_size_usd,observation_horizon,checkpoints,entry_mark,entry_source,decision,required_record,next_step
protocol-fee-repeat-crv-curve-dex,2026-06-08T23:44:49+00:00,2,protocol_fee_repeat:CRV/Curve DEX,protocol_fee_repeat_probe,cost_adjusted_repeat_probe,long_token,CRV,HL,1000.00,"15m,1h,4h","15m,1h,4h",0.198190000000,protocol_fee_execution_context,paper_long,"repeat forward label, spread/funding/depth refresh, stop behavior, and adverse excursion","watch CRV/Curve DEX repeat probe and record 15m, 1h, and 4h outcomes"
