ticket_id,opened_at,checked_at,elapsed_minutes,checkpoint_status,opportunity,decision,asset,venue,entry_mark,current_mark,current_source,raw_return_bps,directional_return_bps,outcome,missing_evidence,next_step
pair-spread-btc-hype-mean-reversion,2026-06-08T22:38:18+00:00,2026-06-08T22:44:05+00:00,5.79,ready,crypto_pair_spread:BTC/HYPE:24h_dislocation_mean_reversion,paper_long,BTC/HYPE,HL_PAIR,1000.679616253892,1000.284584980237,hyperliquid_pair_ratio,-3.94762986,-3.94762986,paper_mark_loss,"both-leg spread/depth, funding carry, hedge ratio, stop/adverse excursion",keep as a negative pair-spread label before trying execution overlay logic
pair-spread-eth-hype-mean-reversion,2026-06-08T22:38:18+00:00,2026-06-08T22:44:05+00:00,5.79,ready,crypto_pair_spread:ETH/HYPE:24h_dislocation_mean_reversion,paper_long,ETH/HYPE,HL_PAIR,26.751592356688,26.798418972332,hyperliquid_pair_ratio,17.50423490,17.50423490,paper_mark_win,"both-leg spread/depth, funding carry, hedge ratio, stop/adverse excursion","repeat the pair label with explicit both-leg costs, funding carry, and hedge execution notes"
pair-spread-sol-hype-mean-reversion,2026-06-08T22:38:18+00:00,2026-06-08T22:44:05+00:00,5.79,ready,crypto_pair_spread:SOL/HYPE:24h_dislocation_mean_reversion,paper_long,SOL/HYPE,HL_PAIR,1.059379494555,1.059968379447,hyperliquid_pair_ratio,5.55877186,5.55877186,paper_mark_win,"both-leg spread/depth, funding carry, hedge ratio, stop/adverse excursion","repeat the pair label with explicit both-leg costs, funding carry, and hedge execution notes"
pair-spread-btc-sol-mean-reversion,2026-06-08T22:38:18+00:00,2026-06-08T22:44:05+00:00,5.79,ready,crypto_pair_spread:BTC/SOL:24h_dislocation_mean_reversion,paper_long,BTC/SOL,HL_PAIR,944.590320463090,943.692853840073,hyperliquid_pair_ratio,-9.50112026,-9.50112026,paper_mark_loss,"both-leg spread/depth, funding carry, hedge ratio, stop/adverse excursion",keep as a negative pair-spread label before trying execution overlay logic
pair-spread-btc-eth-mean-reversion,2026-06-08T22:38:18+00:00,2026-06-08T22:44:05+00:00,5.79,ready,crypto_pair_spread:BTC/ETH:24h_dislocation_mean_reversion,paper_long,BTC/ETH,HL_PAIR,37.406357083776,37.326253687316,hyperliquid_pair_ratio,-21.41438052,-21.41438052,paper_mark_loss,"both-leg spread/depth, funding carry, hedge ratio, stop/adverse excursion",keep as a negative pair-spread label before trying execution overlay logic
pair-spread-eth-sol-mean-reversion,2026-06-08T22:38:18+00:00,2026-06-08T22:44:05+00:00,5.79,ready,crypto_pair_spread:ETH/SOL:24h_dislocation_mean_reversion,paper_long,ETH/SOL,HL_PAIR,25.252133436773,25.282281520815,hyperliquid_pair_ratio,11.93882652,11.93882652,paper_mark_win,"both-leg spread/depth, funding carry, hedge ratio, stop/adverse excursion","repeat the pair label with explicit both-leg costs, funding carry, and hedge execution notes"
